Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,Loss(pred_m)
emt-dlfr,"(67.54, 2.16)","(67.28, 2.36)","(67.79, 2.37)","(67.64, 2.59)","(28.62, 0.7)","(26.04, 0.6)","(122.65, 6.57)","(47.45, 1.99)","(149.32, 6.49)","(122.58, 6.71)"
emt-dlfr,"(69.78, 0.54)","(69.82, 0.53)","(70.53, 0.52)","(70.67, 0.5)","(28.91, 1.22)","(27.26, 1.07)","(115.9, 2.02)","(47.74, 1.71)","(143.77, 2.25)","(116.35, 2.03)"
emt-dlfr,"(68.66, 0.36)","(68.5, 0.38)","(69.46, 0.75)","(69.43, 0.63)","(29.06, 2.01)","(26.92, 0.99)","(117.74, 2.21)","(47.72, 0.34)","(145.39, 3.37)","(117.62, 1.29)"
emt-dlfr,"(69.68, 0.52)","(69.74, 0.52)","(70.43, 0.25)","(70.58, 0.25)","(30.42, 1.72)","(28.72, 1.34)","(115.62, 1.11)","(48.34, 0.47)","(143.39, 2.59)","(116.12, 2.03)"
emt-dlfr,"(69.53, 0.24)","(69.48, 0.31)","(70.78, 0.52)","(70.84, 0.41)","(28.52, 0.28)","(27.07, 0.14)","(116.6, 2.14)","(45.95, 0.53)","(144.55, 0.62)","(117.4, 1.62)"
emt-dlfr,"(70.31, 0.42)","(70.32, 0.44)","(70.78, 0.71)","(70.88, 0.68)","(29.83, 2.05)","(27.79, 1.12)","(115.57, 2.25)","(48.65, 1.34)","(143.86, 2.95)","(116.21, 2.54)"
emt-dlfr,"(68.9, 0.25)","(68.96, 0.27)","(69.82, 0.43)","(69.97, 0.43)","(28.23, 1.73)","(26.63, 1.22)","(120.19, 2.35)","(46.03, 0.36)","(149.03, 2.75)","(120.96, 2.75)"
emt-dlfr,"(67.44, 1.14)","(67.11, 1.18)","(68.4, 1.57)","(68.16, 1.61)","(27.21, 0.5)","(25.7, 0.66)","(123.46, 4.47)","(43.7, 2.0)","(151.61, 4.18)","(123.9, 4.49)"
emt-dlfr,"(69.0, 0.38)","(69.05, 0.39)","(69.97, 0.21)","(70.12, 0.22)","(30.76, 1.95)","(28.72, 1.56)","(117.07, 2.56)","(45.92, 1.68)","(144.75, 2.93)","(117.36, 2.55)"
emt-dlfr,"(69.09, 1.14)","(69.11, 1.12)","(69.56, 0.87)","(69.69, 0.87)","(30.08, 0.88)","(27.99, 0.86)","(121.53, 2.86)","(46.36, 2.0)","(147.42, 2.69)","(121.16, 3.21)"
emt-dlfr,"(70.02, 0.48)","(70.02, 0.49)","(70.88, 0.37)","(70.98, 0.29)","(31.48, 0.43)","(28.77, 0.42)","(115.67, 2.45)","(47.24, 0.98)","(141.76, 2.76)","(115.75, 2.96)"
emt-dlfr,"(69.19, 1.18)","(69.25, 1.19)","(69.67, 1.22)","(69.83, 1.24)","(29.4, 1.85)","(27.11, 1.04)","(120.33, 2.35)","(45.51, 2.03)","(147.59, 2.31)","(120.96, 2.3)"
emt-dlfr,"(69.24, 1.4)","(69.24, 1.45)","(69.61, 1.74)","(69.72, 1.76)","(28.38, 1.31)","(26.72, 0.72)","(118.52, 3.14)","(48.2, 0.91)","(146.12, 2.45)","(118.79, 2.85)"
emt-dlfr,"(69.34, 1.01)","(69.38, 1.06)","(69.66, 1.31)","(69.81, 1.33)","(30.61, 1.49)","(28.09, 0.88)","(116.87, 1.37)","(48.67, 1.07)","(142.55, 0.62)","(117.28, 0.89)"
emt-dlfr,"(69.24, 1.4)","(69.24, 1.45)","(69.61, 1.74)","(69.72, 1.76)","(28.38, 1.31)","(26.72, 0.72)","(118.52, 3.14)","(48.2, 0.91)","(146.12, 2.45)","(118.79, 2.85)"
emt-dlfr,"(68.61, 1.49)","(68.67, 1.46)","(69.31, 1.55)","(69.47, 1.51)","(28.91, 2.01)","(26.82, 1.33)","(119.51, 1.99)","(45.09, 1.61)","(147.1, 1.33)","(119.53, 1.7)"
emt-dlfr,"(71.19, 0.25)","(71.21, 0.23)","(72.0, 0.44)","(72.11, 0.37)","(34.74, 1.25)","(30.9, 0.9)","(110.73, 1.53)","(50.94, 0.36)","(-104.3, 6.19)","(110.72, 1.76)"
emt-dlfr,"(70.31, 1.2)","(70.37, 1.2)","(70.28, 1.4)","(70.44, 1.38)","(33.82, 1.41)","(30.42, 1.33)","(113.21, 3.21)","(50.4, 1.02)","(-94.9, 9.84)","(113.0, 3.4)"
emt-dlfr,"(70.31, 1.2)","(70.37, 1.2)","(70.28, 1.4)","(70.44, 1.38)","(33.82, 1.41)","(30.42, 1.33)","(113.21, 3.21)","(50.4, 1.02)","(-94.9, 9.84)","(113.0, 3.4)"
emt-dlfr,"(69.92, 0.45)","(69.98, 0.45)","(70.58, 0.66)","(70.73, 0.66)","(30.66, 1.26)","(28.18, 1.62)","(116.37, 1.21)","(49.04, 0.8)","(-80.07, 7.75)","(116.19, 1.79)"
emt-dlfr,"(70.75, 0.34)","(70.66, 0.3)","(71.8, 0.78)","(71.81, 0.64)","(31.83, 1.35)","(29.01, 1.49)","(113.15, 2.07)","(48.95, 0.5)","(118.39, 0.92)","(112.5, 1.91)"
emt-dlfr,"(70.07, 0.7)","(70.14, 0.68)","(70.94, 0.83)","(71.1, 0.81)","(31.59, 1.71)","(29.01, 1.87)","(115.0, 2.33)","(49.04, 0.25)","(-131.44, 13.07)","(114.89, 3.04)"
emt-dlfr,"(70.07, 0.79)","(70.15, 0.79)","(70.63, 0.69)","(70.8, 0.68)","(31.73, 0.55)","(28.62, 0.66)","(115.15, 1.12)","(49.12, 1.21)","(-134.46, 5.85)","(114.85, 1.31)"
emt-dlfr,"(70.16, 0.97)","(70.24, 0.97)","(71.04, 0.87)","(71.21, 0.87)","(31.34, 0.96)","(28.52, 0.56)","(114.09, 2.24)","(49.37, 1.26)","(-85.66, 6.91)","(114.3, 2.57)"
emt-dlfr,"(69.83, 0.66)","(69.9, 0.66)","(70.38, 0.56)","(70.55, 0.56)","(32.12, 1.69)","(29.3, 1.56)","(114.67, 0.95)","(50.53, 0.57)","(-92.16, 6.72)","(114.31, 0.96)"
emt-dlfr,"(69.34, 0.5)","(69.37, 0.49)","(70.02, 1.06)","(70.16, 1.04)","(31.58, 2.48)","(28.77, 1.87)","(115.51, 4.1)","(48.22, 1.51)","(-91.89, 23.69)","(115.3, 4.78)"
emt-dlfr,"(69.24, 0.67)","(69.23, 0.76)","(69.36, 1.06)","(69.47, 1.15)","(31.15, 1.33)","(28.23, 0.96)","(117.83, 2.38)","(48.79, 1.07)","(-91.48, 5.54)","(118.31, 2.65)"
emt-dlfr,"(69.53, 0.63)","(69.59, 0.64)","(69.86, 0.58)","(70.03, 0.58)","(30.81, 2.56)","(27.94, 2.28)","(116.48, 1.95)","(47.84, 0.63)","(-86.12, 12.91)","(116.59, 2.37)"
emt-dlfr,"(70.12, 0.24)","(70.17, 0.27)","(70.68, 0.26)","(70.83, 0.28)","(31.54, 0.56)","(28.52, 0.91)","(116.69, 2.1)","(47.97, 0.42)","(-92.7, 13.58)","(116.31, 2.87)"
emt-dlfr,"(69.15, 0.42)","(69.22, 0.42)","(69.72, 0.36)","(69.89, 0.36)","(29.54, 0.42)","(26.82, 0.36)","(117.42, 1.42)","(47.58, 0.49)","(-85.36, 7.42)","(117.77, 1.18)"
emt-dlfr,"(70.16, 1.08)","(70.15, 1.16)","(70.68, 1.5)","(70.77, 1.56)","(32.65, 2.14)","(30.08, 1.3)","(116.4, 4.81)","(49.47, 1.12)","(-98.19, 5.42)","(116.2, 4.3)"
emt-dlfr,"(68.9, 1.52)","(68.75, 1.85)","(69.41, 1.97)","(69.36, 2.29)","(29.54, 3.07)","(27.75, 2.63)","(119.52, 7.46)","(48.25, 1.12)","(145.79, 9.91)","(119.82, 6.89)"
emt-dlfr,"(69.97, 0.93)","(69.98, 0.97)","(70.33, 0.87)","(70.44, 0.92)","(30.03, 1.37)","(27.75, 0.96)","(117.03, 3.85)","(50.29, 1.39)","(142.35, 7.01)","(116.17, 3.83)"
emt-dlfr,"(69.44, 0.56)","(69.46, 0.55)","(69.87, 0.52)","(70.0, 0.52)","(33.77, 1.45)","(30.22, 1.04)","(113.52, 4.28)","(49.61, 1.67)","(141.49, 5.72)","(113.42, 4.16)"
emt-dlfr,"(69.78, 0.93)","(69.8, 1.0)","(70.12, 1.11)","(70.25, 1.17)","(31.53, 1.91)","(28.33, 1.85)","(114.59, 4.36)","(50.21, 1.56)","(142.42, 6.32)","(114.21, 4.41)"
emt-dlfr,"(69.29, 0.37)","(69.29, 0.38)","(69.67, 0.87)","(69.77, 0.88)","(32.41, 0.42)","(29.3, 0.6)","(114.03, 2.61)","(49.49, 1.07)","(142.72, 3.62)","(114.12, 2.55)"
emt-dlfr,"(69.39, 1.15)","(69.4, 1.2)","(70.02, 1.37)","(70.13, 1.41)","(33.72, 1.31)","(30.17, 0.95)","(112.87, 2.75)","(51.22, 0.74)","(141.66, 5.64)","(113.47, 3.47)"
emt-dlfr,"(69.43, 1.58)","(69.38, 1.74)","(69.82, 1.84)","(69.86, 1.99)","(33.77, 1.1)","(30.18, 1.26)","(113.87, 5.11)","(50.24, 0.73)","(143.55, 7.71)","(114.1, 5.98)"
emt-dlfr,"(70.07, 0.18)","(70.05, 0.29)","(70.83, 0.26)","(70.91, 0.3)","(34.4, 0.83)","(30.61, 0.67)","(110.21, 1.54)","(50.3, 2.0)","(139.11, 4.23)","(110.95, 1.87)"
emt-dlfr,"(71.19, 0.59)","(71.22, 0.61)","(71.75, 0.44)","(71.87, 0.44)","(34.99, 0.95)","(31.63, 0.94)","(110.86, 1.01)","(49.86, 0.5)","(139.73, 0.75)","(110.58, 0.75)"
emt-dlfr,"(70.65, 1.19)","(70.67, 1.16)","(71.34, 1.68)","(71.46, 1.64)","(34.16, 1.44)","(30.71, 1.79)","(111.7, 1.85)","(50.03, 1.14)","(-93.46, 4.38)","(112.07, 1.64)"
emt-dlfr,"(70.36, 0.7)","(70.4, 0.7)","(71.19, 0.54)","(71.32, 0.54)","(34.84, 0.74)","(31.0, 0.84)","(112.49, 1.24)","(49.8, 0.35)","(-96.85, 3.59)","(112.45, 1.25)"
emt-dlfr,"(70.6, 0.38)","(70.58, 0.27)","(71.19, 1.11)","(71.28, 1.0)","(32.95, 1.69)","(29.59, 1.58)","(112.5, 2.99)","(50.52, 1.25)","(-100.66, 3.07)","(112.92, 2.82)"
emt-dlfr,"(70.02, 0.18)","(70.08, 0.2)","(70.93, 0.47)","(71.1, 0.49)","(33.33, 1.74)","(30.42, 1.67)","(113.43, 1.05)","(49.44, 1.04)","(-97.6, 2.58)","(112.7, 0.95)"
emt-dlfr,"(69.24, 0.52)","(69.28, 0.51)","(69.87, 0.31)","(70.01, 0.32)","(33.33, 1.6)","(30.61, 1.34)","(116.39, 0.58)","(48.82, 0.65)","(-70.48, 3.57)","(116.25, 0.87)"
emt-dlfr,"(70.12, 0.98)","(70.19, 0.97)","(71.09, 0.92)","(71.25, 0.9)","(33.38, 0.66)","(30.71, 0.73)","(114.21, 1.02)","(49.48, 1.0)","(-74.06, 2.36)","(114.04, 0.85)"
emt-dlfr,"(70.94, 1.74)","(71.0, 1.72)","(71.29, 1.75)","(71.43, 1.73)","(35.08, 1.74)","(31.87, 1.7)","(110.78, 2.91)","(49.51, 1.95)","(-98.85, 6.02)","(111.45, 2.72)"
emt-dlfr,"(70.36, 0.7)","(70.4, 0.7)","(71.19, 0.54)","(71.32, 0.54)","(34.84, 0.74)","(31.0, 0.84)","(112.49, 1.24)","(49.8, 0.35)","(-96.85, 3.59)","(112.45, 1.25)"
emt-dlfr,"(70.12, 0.62)","(70.03, 0.76)","(70.99, 0.83)","(71.01, 0.76)","(36.11, 0.14)","(32.12, 0.3)","(112.09, 0.97)","(49.5, 1.22)","(-102.37, 7.29)","(112.14, 0.81)"
emt-dlfr,"(70.99, 1.14)","(71.03, 1.16)","(71.7, 0.97)","(71.83, 0.98)","(35.52, 1.49)","(31.78, 1.55)","(109.72, 0.96)","(50.48, 0.89)","(-103.73, 11.25)","(110.03, 0.72)"
emt-dlfr,"(70.41, 0.71)","(70.38, 0.68)","(71.34, 0.65)","(71.4, 0.57)","(34.21, 1.2)","(30.37, 1.07)","(110.01, 1.17)","(51.09, 0.37)","(-103.44, 1.54)","(110.13, 1.46)"
emt-dlfr,"(71.28, 1.65)","(71.32, 1.62)","(71.65, 1.73)","(71.77, 1.68)","(35.33, 0.18)","(31.34, 0.24)","(111.47, 3.11)","(50.36, 2.29)","(-94.32, 6.07)","(111.9, 2.95)"
emt-dlfr,"(71.57, 1.34)","(71.61, 1.36)","(72.2, 1.46)","(72.32, 1.47)","(35.61, 1.31)","(31.63, 1.44)","(110.18, 0.63)","(51.21, 1.36)","(-97.85, 3.43)","(110.55, 0.34)"
emt-dlfr,"(70.02, 1.51)","(70.02, 1.47)","(70.68, 1.5)","(70.77, 1.45)","(34.26, 0.43)","(30.61, 0.48)","(110.85, 1.48)","(50.2, 0.5)","(-91.31, 4.38)","(111.18, 1.63)"
emt-dlfr,"(70.51, 1.33)","(70.57, 1.34)","(71.04, 1.23)","(71.19, 1.24)","(34.31, 0.78)","(30.66, 1.29)","(112.69, 0.71)","(50.4, 1.47)","(-94.0, 5.41)","(113.09, 0.57)"
emt-dlfr,"(70.02, 1.51)","(70.02, 1.47)","(70.68, 1.5)","(70.77, 1.45)","(34.26, 0.43)","(30.61, 0.48)","(110.85, 1.48)","(50.2, 0.5)","(-91.31, 4.38)","(111.18, 1.63)"
