Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,Loss(pred_m)
emt-dlfr,"(64.43, 1.33)","(64.43, 1.27)","(64.89, 1.6)","(65.0, 1.53)","(25.36, 1.05)","(23.86, 0.81)","(129.14, 3.48)","(34.57, 0.97)","(154.89, 4.18)","(129.34, 4.37)"
emt-dlfr,"(64.63, 1.31)","(64.62, 1.23)","(65.25, 1.4)","(65.34, 1.32)","(26.34, 1.6)","(25.56, 1.33)","(126.76, 4.82)","(34.01, 4.14)","(153.16, 3.28)","(126.67, 4.34)"
emt-dlfr,"(64.72, 0.63)","(64.63, 0.75)","(64.84, 0.72)","(64.86, 0.86)","(26.14, 1.44)","(24.83, 1.49)","(131.23, 6.79)","(35.39, 2.26)","(145.2, 6.41)","(130.86, 6.83)"
emt-dlfr,"(65.31, 1.07)","(65.32, 1.08)","(65.55, 1.3)","(65.68, 1.25)","(29.06, 1.43)","(27.36, 0.61)","(126.26, 2.33)","(35.93, 1.99)","(151.63, 2.32)","(125.9, 2.08)"
emt-dlfr,"(64.14, 1.04)","(63.5, 0.94)","(64.48, 1.74)","(64.0, 1.3)","(26.34, 1.03)","(25.41, 0.27)","(127.89, 4.3)","(34.96, 3.6)","(154.17, 3.92)","(127.55, 4.38)"
emt-dlfr,"(63.65, 2.79)","(63.27, 3.35)","(63.67, 3.33)","(63.42, 3.86)","(26.29, 2.88)","(24.93, 2.61)","(131.09, 7.56)","(35.33, 3.29)","(142.99, 7.91)","(131.38, 8.42)"
emt-dlfr,"(63.65, 2.2)","(63.3, 2.36)","(63.36, 2.05)","(63.16, 2.23)","(24.44, 0.65)","(23.28, 0.72)","(133.71, 4.78)","(36.59, 5.91)","(150.03, 5.3)","(134.17, 5.32)"
emt-dlfr,"(64.29, 0.71)","(64.33, 0.69)","(64.38, 0.61)","(64.55, 0.6)","(26.38, 0.48)","(24.69, 0.73)","(131.52, 3.74)","(32.93, 3.98)","(150.46, 4.34)","(131.0, 4.34)"
emt-dlfr,"(63.51, 1.06)","(63.45, 1.06)","(63.97, 0.71)","(64.05, 0.68)","(25.61, 0.25)","(24.69, 0.18)","(132.18, 2.9)","(33.21, 1.42)","(163.69, 2.59)","(132.19, 3.32)"
emt-dlfr,"(64.38, 0.9)","(64.25, 0.74)","(64.28, 0.76)","(64.29, 0.69)","(26.0, 0.81)","(24.39, 0.84)","(131.8, 1.0)","(35.05, 2.54)","(181.51, 1.37)","(131.35, 0.66)"
emt-dlfr,"(64.63, 1.31)","(64.62, 1.23)","(65.25, 1.4)","(65.34, 1.32)","(26.34, 1.6)","(25.56, 1.33)","(126.76, 4.82)","(34.01, 4.14)","(153.16, 3.28)","(126.67, 4.34)"
emt-dlfr,"(64.63, 1.31)","(64.62, 1.23)","(65.25, 1.4)","(65.34, 1.32)","(26.34, 1.6)","(25.56, 1.33)","(126.76, 4.82)","(34.01, 4.14)","(153.16, 3.28)","(126.67, 4.34)"
emt-dlfr,"(66.67, 1.22)","(66.73, 1.24)","(66.97, 0.71)","(67.14, 0.72)","(27.7, 2.74)","(26.24, 2.3)","(129.58, 6.18)","(34.09, 5.52)","(154.86, 6.67)","(129.54, 6.43)"
emt-dlfr,"(64.63, 1.31)","(64.62, 1.23)","(65.25, 1.4)","(65.34, 1.32)","(26.34, 1.6)","(25.56, 1.33)","(126.76, 4.82)","(34.01, 4.14)","(153.16, 3.28)","(126.67, 4.34)"
emt-dlfr,"(64.63, 1.31)","(64.62, 1.23)","(65.25, 1.4)","(65.34, 1.32)","(26.34, 1.6)","(25.56, 1.33)","(126.76, 4.82)","(34.01, 4.14)","(153.16, 3.28)","(126.67, 4.34)"
emt-dlfr,"(64.63, 1.31)","(64.62, 1.23)","(65.25, 1.4)","(65.34, 1.32)","(26.34, 1.6)","(25.56, 1.33)","(126.76, 4.82)","(34.01, 4.14)","(153.16, 3.28)","(126.67, 4.34)"
emt-dlfr,"(64.72, 0.63)","(64.63, 0.75)","(64.84, 0.72)","(64.86, 0.86)","(26.14, 1.44)","(24.83, 1.49)","(131.23, 6.79)","(35.39, 2.26)","(145.2, 6.41)","(130.86, 6.83)"
emt-dlfr,"(64.77, 1.81)","(64.72, 2.0)","(65.34, 1.45)","(65.41, 1.64)","(24.29, 1.43)","(23.71, 1.03)","(127.67, 0.82)","(33.74, 3.55)","(151.71, 0.79)","(127.56, 1.17)"
emt-dlfr,"(60.16, 6.67)","(59.01, 8.39)","(59.65, 7.37)","(58.65, 9.05)","(24.64, 5.26)","(23.27, 4.29)","(132.08, 10.21)","(29.56, 12.36)","(156.91, 7.77)","(132.33, 10.5)"
emt-dlfr,"(67.49, 0.74)","(67.57, 0.74)","(67.73, 0.76)","(67.92, 0.76)","(33.58, 0.18)","(30.76, 0.31)","(121.02, 0.45)","(39.68, 0.78)","(149.28, 1.72)","(121.36, 1.72)"
emt-dlfr,"(54.27, 0.36)","(52.89, 0.74)","(53.1, 0.56)","(51.92, 0.87)","(17.01, 1.62)","(16.96, 1.57)","(141.59, 1.04)","(17.14, 5.1)","(163.32, 0.15)","(141.64, 0.65)"
emt-dlfr,"(64.77, 0.34)","(64.67, 0.42)","(64.48, 0.33)","(64.52, 0.38)","(25.56, 2.34)","(23.57, 1.49)","(133.01, 2.79)","(35.7, 0.89)","(160.88, 3.23)","(133.43, 3.43)"
emt-dlfr,"(66.38, 1.01)","(66.41, 1.0)","(66.51, 1.04)","(66.66, 1.01)","(27.12, 0.31)","(25.17, 0.27)","(127.55, 2.1)","(35.85, 2.23)","(154.61, 2.33)","(127.43, 2.28)"
emt-dlfr,"(65.02, 2.48)","(64.76, 2.93)","(64.74, 3.09)","(64.63, 3.49)","(25.17, 2.04)","(24.05, 2.03)","(130.19, 6.64)","(36.85, 2.66)","(159.03, 6.12)","(131.08, 6.41)"
emt-dlfr,"(66.28, 0.38)","(66.37, 0.38)","(66.31, 0.33)","(66.51, 0.32)","(27.99, 0.86)","(25.85, 0.84)","(127.53, 4.03)","(37.03, 2.52)","(154.34, 3.16)","(127.36, 3.86)"
emt-dlfr,"(64.58, 0.6)","(64.61, 0.56)","(64.84, 0.56)","(64.98, 0.51)","(28.67, 2.01)","(26.87, 1.62)","(125.94, 3.06)","(37.55, 1.51)","(153.62, 2.56)","(126.15, 2.96)"
emt-dlfr,"(64.87, 1.41)","(64.88, 1.4)","(64.99, 1.65)","(65.12, 1.62)","(26.34, 0.54)","(25.02, 0.56)","(127.3, 1.48)","(37.92, 3.15)","(154.22, 1.22)","(126.61, 1.89)"
emt-dlfr,"(64.82, 2.0)","(64.82, 2.03)","(64.89, 2.43)","(65.02, 2.45)","(26.77, 0.69)","(25.17, 1.24)","(129.22, 4.84)","(36.48, 2.49)","(157.99, 3.35)","(129.55, 4.86)"
emt-dlfr,"(64.92, 1.43)","(64.78, 1.49)","(65.09, 1.68)","(65.07, 1.72)","(28.33, 2.57)","(26.38, 2.48)","(129.52, 4.1)","(35.12, 1.54)","(156.5, 3.67)","(129.37, 4.26)"
emt-dlfr,"(65.11, 0.59)","(65.19, 0.59)","(65.19, 0.85)","(65.39, 0.84)","(27.5, 0.18)","(25.65, 0.54)","(127.32, 2.7)","(35.76, 2.23)","(154.63, 1.76)","(127.15, 2.22)"
emt-dlfr,"(64.87, 1.14)","(64.94, 1.15)","(65.3, 1.2)","(65.48, 1.21)","(26.48, 0.45)","(25.07, 0.54)","(127.74, 4.77)","(37.27, 4.2)","(155.03, 4.51)","(127.43, 4.4)"
emt-dlfr,"(65.69, 0.93)","(65.75, 0.97)","(66.11, 0.62)","(66.28, 0.66)","(28.38, 0.68)","(26.53, 0.82)","(126.56, 3.85)","(35.87, 4.19)","(153.51, 2.81)","(126.36, 3.37)"
emt-dlfr,"(65.89, 0.84)","(65.92, 0.81)","(66.16, 1.02)","(66.28, 0.99)","(29.11, 1.2)","(27.31, 1.14)","(124.19, 2.77)","(36.56, 2.53)","(151.92, 2.59)","(123.9, 3.29)"
emt-dlfr,"(66.33, 1.76)","(66.38, 1.77)","(66.26, 1.72)","(66.44, 1.73)","(28.08, 0.73)","(26.34, 0.54)","(124.6, 0.63)","(40.33, 0.66)","(150.7, 2.16)","(124.92, 1.13)"
emt-dlfr,"(66.18, 0.72)","(66.21, 0.76)","(66.41, 0.73)","(66.55, 0.75)","(28.86, 2.55)","(27.16, 2.03)","(125.34, 3.72)","(38.64, 2.09)","(152.15, 4.88)","(125.69, 4.08)"
emt-dlfr,"(66.33, 1.76)","(66.38, 1.77)","(66.26, 1.72)","(66.44, 1.73)","(28.08, 0.73)","(26.34, 0.54)","(124.6, 0.63)","(40.33, 0.66)","(150.7, 2.16)","(124.92, 1.13)"
emt-dlfr,"(63.22, 0.18)","(62.96, 0.38)","(63.01, 0.38)","(62.9, 0.5)","(25.56, 1.79)","(24.05, 1.52)","(133.32, 1.89)","(35.12, 2.61)","(160.11, 2.62)","(132.66, 2.31)"
emt-dlfr,"(66.42, 0.34)","(66.43, 0.42)","(66.62, 0.65)","(66.74, 0.71)","(31.53, 1.1)","(28.57, 0.66)","(125.28, 3.17)","(39.67, 0.53)","(-69.23, 7.16)","(124.57, 3.29)"
emt-dlfr,"(65.74, 0.83)","(65.79, 0.86)","(66.16, 0.62)","(66.32, 0.65)","(32.46, 2.45)","(29.55, 2.27)","(123.88, 3.27)","(40.39, 0.76)","(-73.62, 9.1)","(124.04, 3.7)"
emt-dlfr,"(65.74, 0.83)","(65.79, 0.86)","(66.16, 0.62)","(66.32, 0.65)","(32.46, 2.45)","(29.55, 2.27)","(123.88, 3.27)","(40.39, 0.76)","(-73.62, 9.1)","(124.04, 3.7)"
emt-dlfr,"(64.97, 1.51)","(65.05, 1.51)","(65.19, 1.88)","(65.39, 1.87)","(27.79, 0.38)","(26.24, 0.41)","(126.32, 1.24)","(36.8, 1.95)","(-54.62, 1.6)","(126.02, 1.78)"
emt-dlfr,"(63.75, 3.14)","(63.69, 3.33)","(64.13, 3.0)","(64.17, 3.18)","(25.07, 3.35)","(23.96, 2.51)","(128.23, 3.66)","(33.41, 7.74)","(136.13, 3.94)","(127.99, 3.74)"
emt-dlfr,"(65.94, 1.14)","(65.94, 1.13)","(65.8, 1.0)","(65.93, 1.01)","(28.91, 0.59)","(26.38, 0.54)","(128.32, 1.29)","(38.32, 0.63)","(-95.07, 8.14)","(128.53, 1.63)"
emt-dlfr,"(65.45, 1.06)","(65.44, 1.15)","(65.8, 0.95)","(65.88, 1.07)","(29.06, 2.16)","(26.68, 1.49)","(124.16, 1.69)","(37.83, 1.31)","(-104.46, 7.92)","(123.9, 2.54)"
emt-dlfr,"(66.72, 0.27)","(66.8, 0.27)","(66.92, 0.54)","(67.11, 0.54)","(28.72, 0.72)","(26.38, 0.12)","(124.45, 2.12)","(38.78, 1.52)","(-64.37, 5.7)","(124.26, 2.05)"
emt-dlfr,"(65.26, 0.54)","(65.27, 0.59)","(65.24, 0.66)","(65.39, 0.7)","(27.74, 1.38)","(26.0, 1.3)","(127.18, 2.25)","(36.92, 1.22)","(-56.64, 1.85)","(127.03, 2.14)"
emt-dlfr,"(65.89, 0.6)","(65.83, 0.6)","(66.46, 0.9)","(66.51, 0.89)","(29.93, 1.45)","(27.84, 0.97)","(122.04, 2.22)","(39.67, 0.87)","(-72.16, 15.67)","(121.92, 3.11)"
emt-dlfr,"(65.26, 1.2)","(65.12, 1.5)","(65.5, 1.37)","(65.47, 1.66)","(28.81, 2.09)","(27.07, 1.72)","(127.71, 6.38)","(38.11, 1.18)","(-65.03, 24.78)","(127.26, 5.77)"
emt-dlfr,"(65.4, 1.49)","(65.47, 1.49)","(66.01, 1.43)","(66.19, 1.43)","(29.01, 1.37)","(27.26, 1.06)","(124.64, 2.33)","(37.68, 2.24)","(-64.01, 20.34)","(124.7, 3.07)"
emt-dlfr,"(65.5, 0.61)","(65.55, 0.62)","(66.01, 0.45)","(66.17, 0.44)","(29.93, 2.39)","(27.75, 2.09)","(123.88, 1.79)","(37.06, 1.23)","(-69.85, 5.15)","(124.14, 2.06)"
emt-dlfr,"(65.36, 1.55)","(65.36, 1.48)","(65.6, 2.02)","(65.72, 1.94)","(28.86, 1.32)","(27.02, 1.01)","(126.59, 5.35)","(35.69, 4.42)","(-60.49, 14.56)","(125.97, 5.05)"
emt-dlfr,"(61.32, 5.62)","(60.62, 6.62)","(61.38, 6.11)","(60.79, 7.12)","(23.28, 4.39)","(22.01, 3.52)","(131.7, 8.22)","(32.54, 9.71)","(-55.6, 20.62)","(131.19, 7.83)"
emt-dlfr,"(64.09, 3.47)","(63.87, 3.37)","(64.79, 3.69)","(64.69, 3.52)","(24.98, 5.6)","(23.76, 4.74)","(128.25, 6.31)","(32.71, 7.37)","(152.89, 6.84)","(127.91, 6.73)"
emt-dlfr,"(61.57, 4.52)","(61.58, 4.51)","(61.33, 4.52)","(61.49, 4.49)","(23.95, 5.86)","(22.69, 4.94)","(134.56, 6.05)","(28.76, 12.66)","(161.69, 6.6)","(134.92, 5.47)"
emt-dlfr,"(66.52, 1.49)","(66.56, 1.46)","(67.07, 1.51)","(67.22, 1.47)","(31.19, 0.98)","(28.23, 0.89)","(119.33, 2.32)","(40.81, 1.37)","(149.45, 1.88)","(119.44, 1.68)"
emt-dlfr,"(67.06, 0.9)","(67.07, 0.87)","(67.53, 1.18)","(67.65, 1.14)","(32.17, 1.19)","(29.25, 1.27)","(120.01, 4.07)","(41.53, 1.56)","(149.31, 3.51)","(120.03, 3.38)"
emt-dlfr,"(67.88, 0.38)","(67.95, 0.37)","(68.29, 0.45)","(68.47, 0.45)","(32.07, 0.66)","(29.2, 0.86)","(120.9, 2.31)","(41.05, 1.65)","(150.16, 1.94)","(121.15, 1.75)"
emt-dlfr,"(66.76, 0.78)","(66.82, 0.79)","(66.97, 0.85)","(67.14, 0.86)","(31.63, 1.66)","(28.96, 1.62)","(121.75, 1.32)","(40.92, 2.07)","(151.03, 0.7)","(122.08, 0.65)"
emt-dlfr,"(67.01, 0.96)","(67.08, 0.97)","(67.28, 1.04)","(67.45, 1.05)","(32.51, 1.34)","(29.88, 1.44)","(120.51, 3.33)","(39.18, 2.66)","(150.11, 3.02)","(120.51, 2.79)"
emt-dlfr,"(66.57, 0.77)","(66.64, 0.79)","(66.82, 0.47)","(67.0, 0.49)","(32.22, 0.52)","(29.4, 0.45)","(120.89, 1.77)","(40.91, 0.94)","(148.76, 2.39)","(120.18, 1.78)"
emt-dlfr,"(66.18, 0.63)","(66.21, 0.62)","(66.56, 0.38)","(66.71, 0.36)","(31.15, 2.28)","(28.72, 1.95)","(122.09, 1.22)","(40.08, 1.6)","(152.99, 3.03)","(121.93, 0.93)"
emt-dlfr,"(65.94, 1.4)","(66.01, 1.39)","(66.51, 1.49)","(66.7, 1.48)","(31.78, 1.34)","(29.15, 1.15)","(120.91, 3.34)","(39.7, 2.4)","(-77.85, 7.13)","(120.67, 3.2)"
emt-dlfr,"(67.1, 0.7)","(67.08, 0.74)","(68.04, 0.5)","(68.12, 0.53)","(34.01, 0.84)","(30.66, 0.77)","(119.9, 0.14)","(40.45, 0.59)","(-78.43, 5.14)","(119.87, 0.44)"
emt-dlfr,"(66.33, 0.6)","(66.39, 0.61)","(66.72, 0.69)","(66.9, 0.69)","(32.89, 0.65)","(29.83, 0.3)","(122.61, 0.54)","(40.63, 1.09)","(-81.61, 2.3)","(122.51, 0.91)"
emt-dlfr,"(65.31, 1.25)","(65.03, 1.47)","(65.35, 1.57)","(65.21, 1.77)","(28.62, 0.61)","(25.9, 0.18)","(128.35, 2.84)","(41.98, 0.15)","(-69.97, 5.29)","(128.4, 3.05)"
emt-dlfr,"(65.74, 0.83)","(65.69, 0.9)","(66.06, 0.92)","(66.12, 0.98)","(29.06, 0.89)","(26.63, 0.77)","(124.7, 2.0)","(42.29, 0.51)","(-48.11, 7.83)","(124.37, 2.41)"
emt-dlfr,"(65.35, 0.59)","(65.32, 0.64)","(65.65, 0.58)","(65.73, 0.62)","(29.2, 1.17)","(26.63, 1.41)","(125.3, 1.04)","(42.72, 1.22)","(-50.85, 7.88)","(124.72, 1.56)"
emt-dlfr,"(66.86, 0.45)","(66.91, 0.46)","(67.33, 0.31)","(67.48, 0.33)","(31.92, 1.24)","(29.49, 1.31)","(121.0, 0.46)","(39.94, 1.31)","(-78.29, 6.65)","(120.44, 0.71)"
emt-dlfr,"(67.1, 0.7)","(67.08, 0.74)","(68.04, 0.5)","(68.12, 0.53)","(34.01, 0.84)","(30.66, 0.77)","(119.9, 0.14)","(40.45, 0.59)","(-78.43, 5.14)","(119.87, 0.44)"
emt-dlfr,"(66.37, 0.48)","(66.45, 0.48)","(66.82, 0.5)","(67.0, 0.5)","(32.16, 1.74)","(29.4, 1.43)","(121.05, 2.68)","(40.36, 0.86)","(-77.92, 10.2)","(120.5, 2.97)"
emt-dlfr,"(67.01, 0.45)","(67.09, 0.46)","(67.48, 0.5)","(67.67, 0.5)","(32.36, 1.06)","(29.64, 1.45)","(120.47, 0.38)","(40.9, 1.24)","(-84.3, 3.26)","(120.67, 0.58)"
emt-dlfr,"(66.03, 1.25)","(66.06, 1.18)","(66.36, 1.18)","(66.49, 1.09)","(32.61, 0.45)","(29.88, 0.52)","(121.73, 1.22)","(39.3, 1.06)","(-81.09, 6.73)","(121.76, 0.89)"
emt-dlfr,"(66.57, 0.37)","(66.63, 0.34)","(67.02, 0.59)","(67.19, 0.56)","(33.14, 1.01)","(30.17, 1.04)","(121.89, 0.99)","(39.61, 0.19)","(-78.06, 4.14)","(121.06, 1.04)"
emt-dlfr,"(66.04, 0.86)","(66.08, 0.86)","(66.46, 0.9)","(66.61, 0.9)","(33.33, 0.89)","(30.57, 0.84)","(122.77, 0.76)","(38.96, 0.57)","(-73.55, 7.14)","(123.15, 1.12)"
emt-dlfr,"(67.06, 1.02)","(67.14, 1.02)","(67.48, 0.94)","(67.67, 0.93)","(32.66, 1.4)","(29.93, 1.31)","(121.18, 1.17)","(40.55, 1.29)","(-70.44, 10.87)","(120.8, 1.34)"
emt-dlfr,"(66.47, 0.84)","(66.44, 0.82)","(67.38, 1.0)","(67.46, 0.94)","(32.17, 0.95)","(29.49, 1.13)","(121.37, 2.34)","(40.34, 1.04)","(-66.19, 5.13)","(121.23, 2.72)"
emt-dlfr,"(67.06, 1.02)","(67.14, 1.02)","(67.48, 0.94)","(67.67, 0.93)","(32.66, 1.4)","(29.93, 1.31)","(121.18, 1.17)","(40.55, 1.29)","(-70.44, 10.87)","(120.8, 1.34)"
