Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,Loss(pred_m)
emt-dlfr,"(50.78, 4.32)","(44.55, 12.0)","(49.34, 5.13)","(43.22, 12.92)","(16.38, 0.5)","(16.38, 0.5)","(146.93, 4.23)","(8.27, 0.27)","(175.97, 5.26)","(146.92, 3.95)"
emt-dlfr,"(53.98, 3.36)","(52.43, 5.23)","(53.4, 4.25)","(52.02, 6.07)","(16.37, 0.49)","(16.37, 0.49)","(143.3, 2.4)","(7.32, 0.14)","(158.28, 3.23)","(142.94, 2.65)"
emt-dlfr,"(50.92, 4.43)","(44.82, 12.2)","(49.59, 5.31)","(43.58, 13.19)","(16.71, 0.42)","(16.71, 0.42)","(147.39, 3.57)","(7.24, 1.05)","(177.04, 4.48)","(147.05, 3.74)"
emt-dlfr,"(52.04, 4.24)","(48.88, 6.67)","(51.07, 5.27)","(48.07, 7.65)","(16.57, 0.81)","(16.57, 0.81)","(145.18, 3.23)","(7.7, 1.44)","(174.29, 4.05)","(144.8, 3.51)"
emt-dlfr,"(52.43, 3.88)","(51.32, 4.36)","(51.78, 4.43)","(50.86, 4.97)","(15.55, 0.36)","(15.55, 0.36)","(143.54, 1.98)","(3.8, 4.58)","(149.65, 2.63)","(143.1, 2.32)"
emt-dlfr,"(53.98, 3.36)","(52.43, 5.23)","(53.4, 4.25)","(52.02, 6.07)","(16.37, 0.49)","(16.37, 0.49)","(143.3, 2.4)","(7.32, 0.14)","(158.28, 3.23)","(142.94, 2.65)"
emt-dlfr,"(55.3, 1.68)","(54.99, 2.17)","(55.13, 2.34)","(54.99, 2.78)","(15.55, 0.3)","(15.55, 0.3)","(142.65, 1.03)","(7.13, 1.08)","(163.56, 1.69)","(142.38, 1.34)"
emt-dlfr,"(50.63, 4.23)","(44.0, 11.67)","(49.04, 4.94)","(42.52, 12.51)","(16.47, 0.83)","(16.47, 0.83)","(147.23, 2.08)","(8.12, 0.73)","(182.49, 3.19)","(147.26, 1.85)"
emt-dlfr,"(50.63, 4.23)","(44.0, 11.67)","(49.04, 4.94)","(42.52, 12.51)","(16.47, 0.83)","(16.47, 0.83)","(147.23, 2.08)","(8.12, 0.73)","(182.49, 3.19)","(147.26, 1.85)"
emt-dlfr,"(50.78, 4.32)","(44.55, 12.0)","(49.34, 5.13)","(43.22, 12.92)","(16.38, 0.5)","(16.38, 0.5)","(146.93, 4.23)","(8.27, 0.27)","(175.97, 5.26)","(146.92, 3.95)"
emt-dlfr,"(50.78, 4.32)","(44.55, 12.0)","(49.34, 5.13)","(43.22, 12.92)","(16.38, 0.5)","(16.38, 0.5)","(146.93, 4.23)","(8.27, 0.27)","(175.97, 5.26)","(146.92, 3.95)"
emt-dlfr,"(54.32, 1.53)","(53.63, 1.96)","(53.86, 2.23)","(53.34, 2.61)","(16.52, 0.37)","(16.52, 0.37)","(143.84, 2.62)","(7.41, 0.86)","(173.39, 3.45)","(143.51, 2.83)"
emt-dlfr,"(50.78, 4.32)","(44.55, 12.0)","(49.34, 5.13)","(43.22, 12.92)","(16.38, 0.5)","(16.38, 0.5)","(146.93, 4.23)","(8.27, 0.27)","(175.97, 5.26)","(146.92, 3.95)"
emt-dlfr,"(50.78, 4.32)","(44.55, 12.0)","(49.34, 5.13)","(43.22, 12.92)","(16.38, 0.5)","(16.38, 0.5)","(146.93, 4.23)","(8.27, 0.27)","(175.97, 5.26)","(146.92, 3.95)"
emt-dlfr,"(50.78, 4.32)","(44.55, 12.0)","(49.34, 5.13)","(43.22, 12.92)","(16.38, 0.5)","(16.38, 0.5)","(146.93, 4.23)","(8.27, 0.27)","(175.97, 5.26)","(146.92, 3.95)"
emt-dlfr,"(53.98, 3.36)","(52.43, 5.23)","(53.4, 4.25)","(52.02, 6.07)","(16.37, 0.49)","(16.37, 0.49)","(143.3, 2.4)","(7.32, 0.14)","(158.28, 3.23)","(142.94, 2.65)"
emt-dlfr,"(52.57, 0.18)","(50.72, 0.59)","(51.17, 0.31)","(49.55, 0.72)","(16.13, 0.54)","(16.13, 0.54)","(145.12, 1.41)","(8.26, 0.44)","(171.67, 2.45)","(145.14, 1.18)"
emt-dlfr,"(52.38, 5.4)","(46.22, 13.14)","(51.93, 6.86)","(45.83, 14.69)","(15.69, 0.34)","(15.69, 0.34)","(141.17, 3.35)","(7.98, 0.29)","(172.12, 2.95)","(141.32, 3.33)"
emt-dlfr,"(54.03, 2.58)","(51.38, 5.62)","(53.56, 3.67)","(51.04, 6.65)","(17.35, 0.83)","(17.35, 0.83)","(143.5, 4.75)","(5.06, 0.38)","(176.56, 5.87)","(143.72, 5.19)"
emt-dlfr,"(50.34, 4.11)","(43.22, 11.34)","(48.83, 4.94)","(41.81, 12.28)","(15.74, 0.12)","(15.74, 0.12)","(145.78, 2.37)","(7.92, 1.03)","(172.33, 1.85)","(145.58, 1.94)"
emt-dlfr,"(54.86, 2.05)","(54.24, 2.43)","(54.47, 2.72)","(54.02, 3.05)","(16.37, 0.48)","(16.37, 0.48)","(142.55, 2.51)","(7.35, 1.96)","(172.97, 5.92)","(142.56, 3.02)"
emt-dlfr,"(55.78, 0.07)","(55.8, 0.01)","(55.59, 0.14)","(55.77, 0.2)","(16.71, 0.73)","(16.71, 0.73)","(142.17, 0.3)","(7.7, 1.01)","(171.93, 4.4)","(141.89, 0.91)"
emt-dlfr,"(53.55, 2.92)","(52.11, 4.93)","(52.8, 3.5)","(51.53, 5.5)","(16.33, 0.12)","(16.33, 0.12)","(144.85, 3.59)","(7.66, 1.25)","(175.93, 2.03)","(144.98, 3.92)"
emt-dlfr,"(55.78, 1.24)","(55.39, 1.34)","(55.69, 1.9)","(55.45, 1.95)","(15.99, 0.49)","(15.99, 0.49)","(142.85, 2.02)","(6.51, 1.38)","(173.56, 4.53)","(142.75, 1.82)"
emt-dlfr,"(56.51, 0.88)","(56.46, 0.71)","(56.66, 1.11)","(56.74, 0.94)","(16.23, 0.65)","(16.23, 0.65)","(141.13, 2.51)","(6.91, 0.78)","(172.44, 2.87)","(141.51, 2.11)"
emt-dlfr,"(55.54, 1.14)","(55.26, 1.54)","(55.29, 1.68)","(55.17, 2.07)","(16.23, 0.96)","(16.23, 0.96)","(141.87, 3.21)","(7.56, 1.03)","(173.33, 1.99)","(141.7, 2.27)"
emt-dlfr,"(55.54, 1.14)","(55.26, 1.54)","(55.29, 1.68)","(55.17, 2.07)","(16.23, 0.96)","(16.23, 0.96)","(141.87, 3.21)","(7.56, 1.03)","(173.33, 1.99)","(141.7, 2.27)"
emt-dlfr,"(54.86, 0.81)","(54.65, 1.14)","(54.52, 1.25)","(54.49, 1.58)","(16.13, 0.18)","(16.13, 0.18)","(142.63, 2.16)","(7.17, 1.07)","(171.76, 4.87)","(142.28, 2.6)"
emt-dlfr,"(51.21, 0.79)","(47.65, 2.24)","(49.54, 1.08)","(46.22, 2.52)","(16.47, 0.24)","(16.47, 0.24)","(148.24, 1.53)","(7.17, 1.27)","(177.94, 1.96)","(147.94, 0.73)"
emt-dlfr,"(50.92, 2.85)","(44.68, 8.12)","(49.34, 3.55)","(43.24, 8.86)","(16.42, 0.34)","(16.42, 0.34)","(147.75, 5.16)","(9.38, 0.34)","(177.24, 5.61)","(147.18, 4.62)"
emt-dlfr,"(54.96, 1.15)","(54.12, 1.49)","(54.68, 1.7)","(53.98, 1.84)","(16.18, 0.55)","(16.18, 0.55)","(142.61, 2.4)","(5.71, 0.94)","(172.45, 4.05)","(142.42, 2.67)"
emt-dlfr,"(53.3, 3.48)","(49.26, 9.36)","(52.44, 4.54)","(48.52, 10.45)","(16.23, 0.81)","(16.23, 0.81)","(146.04, 4.89)","(7.0, 1.45)","(175.38, 5.18)","(145.96, 4.65)"
emt-dlfr,"(51.31, 4.78)","(45.0, 12.4)","(49.9, 5.68)","(43.7, 13.39)","(16.03, 0.63)","(16.03, 0.63)","(146.75, 2.49)","(6.42, 1.15)","(174.99, 3.57)","(146.47, 2.26)"
emt-dlfr,"(51.31, 4.78)","(45.0, 12.4)","(49.9, 5.68)","(43.7, 13.39)","(16.03, 0.63)","(16.03, 0.63)","(146.75, 2.49)","(6.42, 1.15)","(174.99, 3.57)","(146.47, 2.26)"
emt-dlfr,"(51.31, 4.78)","(45.0, 12.4)","(49.9, 5.68)","(43.7, 13.39)","(16.03, 0.63)","(16.03, 0.63)","(146.75, 2.49)","(6.42, 1.15)","(174.99, 3.57)","(146.47, 2.26)"
emt-dlfr,"(54.96, 1.15)","(54.12, 1.49)","(54.68, 1.7)","(53.98, 1.84)","(16.18, 0.55)","(16.18, 0.55)","(142.61, 2.4)","(5.71, 0.94)","(172.45, 4.05)","(142.42, 2.67)"
emt-dlfr,"(52.38, 1.57)","(49.81, 3.93)","(51.12, 1.94)","(48.74, 4.31)","(16.81, 0.7)","(16.81, 0.7)","(146.99, 2.43)","(7.23, 0.37)","(-58.97, 24.99)","(146.66, 2.5)"
emt-dlfr,"(51.46, 0.32)","(47.84, 1.56)","(50.0, 0.45)","(46.57, 1.72)","(17.06, 0.54)","(17.06, 0.54)","(147.4, 2.33)","(8.1, 0.73)","(-86.37, 20.75)","(147.35, 2.4)"
emt-dlfr,"(51.46, 0.32)","(47.84, 1.56)","(50.0, 0.45)","(46.57, 1.72)","(17.06, 0.54)","(17.06, 0.54)","(147.4, 2.33)","(8.1, 0.73)","(-86.37, 20.75)","(147.35, 2.4)"
emt-dlfr,"(53.94, 0.9)","(53.49, 1.33)","(53.3, 1.13)","(53.04, 1.55)","(16.76, 1.14)","(16.76, 1.14)","(143.25, 2.49)","(7.21, 1.36)","(-46.07, 12.17)","(143.03, 2.34)"
emt-dlfr,"(54.81, 1.56)","(53.67, 1.75)","(54.72, 2.57)","(53.76, 2.61)","(15.89, 0.21)","(15.89, 0.21)","(141.58, 1.97)","(6.71, 0.38)","(160.05, 4.95)","(141.34, 1.85)"
emt-dlfr,"(52.24, 0.91)","(50.28, 1.76)","(50.91, 1.06)","(49.18, 1.92)","(16.76, 0.12)","(16.67, 0.25)","(145.88, 1.8)","(7.43, 0.96)","(-65.78, 12.2)","(145.84, 2.13)"
emt-dlfr,"(54.62, 1.73)","(53.66, 2.52)","(54.37, 2.37)","(53.54, 3.1)","(16.67, 0.73)","(16.67, 0.73)","(143.05, 3.87)","(5.78, 1.05)","(-78.8, 13.44)","(143.07, 3.99)"
emt-dlfr,"(53.94, 1.03)","(53.2, 1.02)","(53.61, 1.58)","(53.03, 1.56)","(16.52, 0.7)","(16.33, 0.83)","(146.32, 3.36)","(4.84, 0.87)","(-29.9, 13.32)","(146.36, 3.65)"
emt-dlfr,"(53.11, 2.1)","(51.2, 2.7)","(52.44, 2.97)","(50.69, 3.48)","(16.13, 0.89)","(16.03, 0.78)","(146.51, 5.34)","(5.85, 1.31)","(42.57, 44.31)","(146.25, 5.45)"
emt-dlfr,"(54.33, 2.24)","(53.3, 3.65)","(53.81, 2.69)","(52.93, 4.1)","(16.28, 0.76)","(16.28, 0.76)","(144.34, 2.16)","(6.23, 0.03)","(-39.37, 8.07)","(144.42, 2.51)"
emt-dlfr,"(52.72, 0.14)","(51.26, 0.67)","(51.52, 0.37)","(50.28, 0.9)","(15.69, 0.34)","(15.69, 0.34)","(146.29, 1.58)","(6.64, 1.43)","(42.13, 10.99)","(146.11, 1.73)"
emt-dlfr,"(53.59, 1.47)","(52.97, 2.2)","(53.0, 2.07)","(52.56, 2.76)","(16.52, 0.59)","(16.52, 0.59)","(143.92, 1.8)","(6.49, 0.27)","(-33.89, 15.46)","(143.83, 1.74)"
emt-dlfr,"(55.39, 0.52)","(55.09, 0.58)","(55.44, 1.06)","(55.29, 0.94)","(17.88, 1.01)","(17.88, 1.01)","(142.11, 1.32)","(6.15, 0.65)","(-46.11, 3.75)","(141.5, 1.03)"
emt-dlfr,"(51.99, 2.48)","(50.07, 4.37)","(51.07, 2.71)","(49.3, 4.68)","(16.28, 0.25)","(16.23, 0.18)","(144.91, 2.61)","(7.31, 0.91)","(-31.18, 31.92)","(144.68, 3.15)"
emt-dlfr,"(54.13, 0.77)","(53.78, 0.96)","(53.61, 1.13)","(53.43, 1.3)","(15.89, 0.63)","(15.89, 0.63)","(142.23, 0.42)","(6.43, 1.64)","(23.04, 66.55)","(141.86, 0.92)"
emt-dlfr,"(55.25, 1.37)","(55.03, 1.46)","(54.98, 1.93)","(54.93, 2.0)","(15.89, 0.31)","(15.89, 0.31)","(141.56, 2.01)","(7.48, 0.51)","(172.06, 4.4)","(141.84, 2.71)"
emt-dlfr,"(55.1, 0.43)","(54.98, 0.59)","(54.58, 0.54)","(54.62, 0.7)","(16.18, 0.55)","(16.18, 0.55)","(142.48, 1.91)","(7.4, 0.61)","(171.72, 3.04)","(142.14, 1.96)"
emt-dlfr,"(54.37, 1.57)","(53.78, 2.5)","(53.81, 2.07)","(53.39, 2.97)","(16.08, 0.18)","(16.08, 0.18)","(144.99, 2.8)","(5.69, 1.26)","(178.63, 3.18)","(144.45, 2.52)"
emt-dlfr,"(53.84, 2.3)","(51.86, 5.03)","(53.3, 3.2)","(51.46, 5.9)","(16.33, 0.24)","(16.33, 0.24)","(144.52, 3.85)","(5.39, 1.18)","(178.78, 3.54)","(144.35, 3.58)"
emt-dlfr,"(53.21, 1.45)","(51.88, 2.12)","(52.34, 2.23)","(51.21, 2.85)","(16.62, 0.86)","(16.62, 0.86)","(143.06, 1.46)","(6.28, 1.42)","(176.9, 2.42)","(142.85, 1.04)"
emt-dlfr,"(55.05, 0.45)","(54.75, 0.12)","(55.28, 0.95)","(55.13, 0.48)","(16.67, 0.25)","(16.67, 0.25)","(140.4, 1.21)","(6.54, 1.2)","(174.65, 0.49)","(140.38, 1.22)"
emt-dlfr,"(53.45, 1.85)","(52.47, 3.24)","(52.64, 2.43)","(51.85, 3.78)","(16.04, 0.43)","(16.04, 0.43)","(142.89, 0.86)","(6.66, 1.09)","(177.38, 1.87)","(142.65, 1.16)"
emt-dlfr,"(55.2, 0.69)","(54.78, 1.34)","(54.83, 1.26)","(54.57, 1.87)","(15.55, 0.3)","(15.55, 0.3)","(141.95, 2.3)","(5.78, 1.21)","(176.55, 2.24)","(141.92, 1.82)"
emt-dlfr,"(53.11, 1.81)","(50.6, 5.09)","(52.23, 2.64)","(49.89, 5.91)","(15.99, 0.36)","(15.99, 0.36)","(145.13, 3.63)","(6.79, 0.68)","(179.9, 3.51)","(144.82, 3.19)"
emt-dlfr,"(53.79, 0.83)","(53.0, 1.79)","(53.1, 1.07)","(52.49, 2.07)","(16.28, 0.38)","(16.28, 0.38)","(144.36, 2.1)","(7.57, 0.62)","(-82.53, 42.07)","(144.79, 2.33)"
emt-dlfr,"(55.3, 1.16)","(55.18, 1.41)","(55.03, 1.51)","(55.08, 1.75)","(17.35, 0.63)","(17.35, 0.63)","(142.84, 0.47)","(6.94, 0.95)","(-114.92, 0.35)","(143.31, 0.93)"
emt-dlfr,"(53.31, 2.3)","(50.33, 5.7)","(52.54, 3.41)","(49.73, 6.69)","(17.01, 0.88)","(17.01, 0.88)","(143.93, 3.16)","(6.5, 1.3)","(-107.96, 9.16)","(143.98, 3.33)"
emt-dlfr,"(53.45, 2.2)","(50.88, 3.58)","(52.69, 3.29)","(50.31, 4.62)","(16.08, 0.7)","(16.08, 0.7)","(145.0, 4.24)","(6.69, 0.67)","(-78.28, 43.93)","(145.11, 4.24)"
emt-dlfr,"(52.14, 1.71)","(49.32, 4.02)","(50.92, 2.31)","(48.29, 4.6)","(16.28, 1.08)","(16.28, 1.08)","(145.36, 3.3)","(7.08, 0.86)","(11.6, 58.53)","(145.93, 3.64)"
emt-dlfr,"(54.42, 1.55)","(53.92, 2.35)","(53.76, 1.95)","(53.43, 2.73)","(16.13, 1.03)","(16.13, 1.03)","(142.86, 2.04)","(6.99, 0.79)","(-41.62, 63.67)","(142.74, 2.39)"
emt-dlfr,"(53.01, 1.04)","(51.63, 1.77)","(51.78, 1.25)","(50.62, 1.98)","(16.71, 0.54)","(16.71, 0.54)","(143.76, 1.03)","(8.11, 0.82)","(-75.68, 34.15)","(143.87, 1.1)"
emt-dlfr,"(55.3, 1.16)","(55.18, 1.41)","(55.03, 1.51)","(55.08, 1.75)","(17.35, 0.63)","(17.35, 0.63)","(142.84, 0.47)","(6.94, 0.95)","(-114.92, 0.35)","(143.31, 0.93)"
emt-dlfr,"(53.31, 1.52)","(51.69, 3.42)","(52.49, 1.87)","(51.03, 3.81)","(16.18, 0.32)","(16.18, 0.32)","(145.88, 2.68)","(6.77, 0.38)","(-54.94, 63.21)","(146.19, 2.57)"
emt-dlfr,"(53.3, 1.18)","(52.09, 2.24)","(52.59, 1.53)","(51.55, 2.61)","(16.47, 0.31)","(16.42, 0.37)","(145.29, 1.97)","(5.91, 0.59)","(-78.28, 28.81)","(145.05, 2.02)"
emt-dlfr,"(53.11, 0.25)","(52.0, 0.92)","(51.98, 0.43)","(51.08, 1.1)","(17.35, 0.24)","(17.35, 0.24)","(144.85, 2.85)","(7.53, 0.82)","(-112.29, 6.61)","(144.75, 3.43)"
emt-dlfr,"(52.58, 1.19)","(50.19, 2.59)","(51.37, 1.53)","(49.18, 2.92)","(16.81, 0.42)","(16.81, 0.42)","(145.87, 1.87)","(7.15, 1.13)","(-97.51, 8.73)","(146.14, 2.39)"
emt-dlfr,"(54.18, 1.22)","(53.65, 1.92)","(53.56, 1.67)","(53.21, 2.34)","(17.06, 1.04)","(17.06, 1.04)","(143.86, 1.84)","(7.26, 0.27)","(-77.09, 30.18)","(144.29, 1.77)"
emt-dlfr,"(53.79, 0.74)","(53.14, 1.16)","(53.0, 1.13)","(52.55, 1.52)","(17.11, 0.18)","(17.11, 0.18)","(142.92, 0.92)","(8.05, 0.47)","(-78.42, 16.89)","(143.05, 0.68)"
emt-dlfr,"(54.04, 1.58)","(53.38, 2.46)","(53.61, 2.27)","(53.13, 3.1)","(16.38, 0.18)","(16.38, 0.18)","(143.7, 2.18)","(6.56, 1.19)","(-95.98, 12.83)","(143.65, 1.56)"
emt-dlfr,"(53.79, 0.74)","(53.14, 1.16)","(53.0, 1.13)","(52.55, 1.52)","(17.11, 0.18)","(17.11, 0.18)","(142.92, 0.92)","(8.05, 0.47)","(-78.42, 16.89)","(143.05, 0.68)"
