Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,Loss(pred_m)
emt-dlfr,"(71.53, 0.79)","(71.56, 0.85)","(72.31, 0.5)","(72.43, 0.55)","(33.29, 3.56)","(29.98, 3.15)","(107.48, 4.23)","(54.07, 1.43)","(133.93, 5.08)","(107.69, 4.74)"
emt-dlfr,"(72.21, 0.96)","(72.15, 1.06)","(73.17, 0.76)","(73.2, 0.85)","(33.77, 3.3)","(30.95, 2.2)","(107.16, 4.35)","(53.19, 3.81)","(127.94, 5.38)","(106.46, 4.33)"
emt-dlfr,"(71.82, 0.86)","(71.81, 0.9)","(72.41, 0.87)","(72.48, 0.9)","(37.27, 0.14)","(33.43, 0.25)","(104.86, 2.4)","(55.63, 0.73)","(129.89, 3.07)","(104.54, 2.19)"
emt-dlfr,"(71.53, 0.79)","(71.56, 0.85)","(72.31, 0.5)","(72.43, 0.55)","(33.29, 3.56)","(29.98, 3.15)","(107.48, 4.23)","(54.07, 1.43)","(133.93, 5.08)","(107.69, 4.74)"
emt-dlfr,"(73.23, 0.38)","(73.26, 0.41)","(73.78, 0.38)","(73.89, 0.39)","(35.03, 0.9)","(31.24, 1.01)","(105.32, 0.4)","(55.25, 0.44)","(129.47, 1.36)","(105.45, 0.18)"
emt-dlfr,"(71.53, 0.79)","(71.56, 0.85)","(72.31, 0.5)","(72.43, 0.55)","(33.29, 3.56)","(29.98, 3.15)","(107.48, 4.23)","(54.07, 1.43)","(133.93, 5.08)","(107.69, 4.74)"
emt-dlfr,"(73.23, 0.78)","(73.24, 0.76)","(73.58, 1.21)","(73.68, 1.17)","(36.05, 1.19)","(31.78, 0.86)","(104.6, 1.9)","(55.78, 0.21)","(117.36, 1.57)","(104.0, 1.7)"
emt-dlfr,"(72.84, 0.45)","(72.9, 0.46)","(73.38, 0.5)","(73.51, 0.51)","(33.24, 4.09)","(29.98, 2.68)","(106.49, 4.23)","(55.69, 1.2)","(132.16, 5.08)","(107.1, 4.8)"
emt-dlfr,"(72.4, 0.38)","(72.43, 0.35)","(73.02, 0.57)","(73.14, 0.53)","(34.69, 0.95)","(31.15, 0.72)","(107.53, 1.21)","(54.69, 0.69)","(131.8, 2.08)","(106.92, 1.19)"
emt-dlfr,"(73.18, 0.32)","(73.18, 0.39)","(73.78, 0.12)","(73.85, 0.05)","(34.98, 1.56)","(31.24, 1.1)","(105.94, 0.89)","(55.28, 0.51)","(122.16, 1.83)","(105.57, 1.22)"
emt-dlfr,"(72.5, 0.59)","(72.49, 0.48)","(73.32, 0.78)","(73.4, 0.67)","(36.39, 0.81)","(32.21, 0.83)","(104.28, 0.98)","(56.27, 0.28)","(122.39, 1.01)","(104.05, 0.96)"
emt-dlfr,"(72.5, 0.59)","(72.49, 0.48)","(73.32, 0.78)","(73.4, 0.67)","(36.39, 0.81)","(32.21, 0.83)","(104.28, 0.98)","(56.27, 0.28)","(122.39, 1.01)","(104.05, 0.96)"
emt-dlfr,"(71.96, 0.66)","(71.97, 0.58)","(72.71, 0.9)","(72.81, 0.81)","(36.01, 2.09)","(32.02, 1.59)","(105.46, 2.67)","(55.77, 1.14)","(135.24, 2.83)","(105.16, 2.81)"
emt-dlfr,"(72.01, 2.06)","(72.0, 2.05)","(72.87, 2.38)","(72.95, 2.36)","(33.58, 3.54)","(30.56, 2.46)","(109.55, 6.89)","(53.03, 2.0)","(156.98, 8.55)","(109.63, 7.54)"
emt-dlfr,"(71.53, 0.79)","(71.56, 0.85)","(72.31, 0.5)","(72.43, 0.55)","(33.29, 3.56)","(29.98, 3.15)","(107.48, 4.23)","(54.07, 1.43)","(133.93, 5.08)","(107.69, 4.74)"
emt-dlfr,"(71.53, 0.79)","(71.56, 0.85)","(72.31, 0.5)","(72.43, 0.55)","(33.29, 3.56)","(29.98, 3.15)","(107.48, 4.23)","(54.07, 1.43)","(133.93, 5.08)","(107.69, 4.74)"
emt-dlfr,"(71.14, 0.93)","(71.17, 0.99)","(71.6, 1.16)","(71.72, 1.2)","(35.18, 2.51)","(31.44, 1.64)","(109.29, 5.97)","(54.13, 2.75)","(135.65, 6.33)","(109.52, 6.44)"
emt-dlfr,"(71.53, 0.79)","(71.56, 0.85)","(72.31, 0.5)","(72.43, 0.55)","(33.29, 3.56)","(29.98, 3.15)","(107.48, 4.23)","(54.07, 1.43)","(133.93, 5.08)","(107.69, 4.74)"
emt-dlfr,"(71.53, 0.79)","(71.56, 0.85)","(72.31, 0.5)","(72.43, 0.55)","(33.29, 3.56)","(29.98, 3.15)","(107.48, 4.23)","(54.07, 1.43)","(133.93, 5.08)","(107.69, 4.74)"
emt-dlfr,"(71.53, 0.79)","(71.56, 0.85)","(72.31, 0.5)","(72.43, 0.55)","(33.29, 3.56)","(29.98, 3.15)","(107.48, 4.23)","(54.07, 1.43)","(133.93, 5.08)","(107.69, 4.74)"
emt-dlfr,"(73.23, 0.78)","(73.24, 0.76)","(73.58, 1.21)","(73.68, 1.17)","(36.05, 1.19)","(31.78, 0.86)","(104.6, 1.9)","(55.78, 0.21)","(117.36, 1.57)","(104.0, 1.7)"
emt-dlfr,"(71.62, 0.77)","(71.69, 0.77)","(72.31, 0.63)","(72.45, 0.61)","(35.13, 3.21)","(31.68, 2.62)","(107.21, 4.13)","(54.84, 2.33)","(131.47, 4.93)","(107.62, 4.39)"
emt-dlfr,"(72.84, 1.44)","(72.9, 1.43)","(73.37, 1.44)","(73.52, 1.43)","(35.52, 0.9)","(31.19, 0.52)","(106.27, 2.08)","(56.73, 0.43)","(132.23, 3.05)","(106.81, 2.19)"
emt-dlfr,"(72.74, 0.78)","(72.73, 0.85)","(73.37, 0.31)","(73.45, 0.4)","(39.12, 0.42)","(35.13, 0.43)","(102.12, 1.16)","(57.61, 0.34)","(127.26, 2.18)","(102.03, 1.05)"
emt-dlfr,"(55.2, 2.27)","(54.38, 3.47)","(54.47, 2.77)","(53.83, 3.94)","(18.22, 0.66)","(18.22, 0.66)","(140.68, 4.53)","(17.78, 1.95)","(160.63, 3.83)","(140.8, 4.18)"
emt-dlfr,"(71.77, 1.08)","(71.84, 1.08)","(72.36, 1.26)","(72.52, 1.24)","(35.23, 1.37)","(30.95, 0.77)","(106.83, 0.93)","(54.62, 0.35)","(132.68, 1.1)","(106.98, 0.6)"
emt-dlfr,"(71.57, 0.97)","(71.59, 0.94)","(72.11, 1.31)","(72.21, 1.25)","(35.95, 0.56)","(32.27, 0.18)","(108.03, 1.03)","(54.17, 0.89)","(133.77, 0.6)","(108.41, 0.45)"
emt-dlfr,"(70.94, 0.89)","(70.87, 0.82)","(71.6, 0.73)","(71.63, 0.66)","(35.47, 3.44)","(32.12, 2.65)","(107.86, 3.72)","(53.85, 0.43)","(133.58, 3.48)","(107.94, 3.05)"
emt-dlfr,"(72.64, 1.11)","(72.61, 1.17)","(73.27, 1.13)","(73.33, 1.14)","(34.79, 1.38)","(31.15, 1.28)","(106.55, 2.01)","(55.18, 0.37)","(131.56, 1.94)","(106.43, 2.32)"
emt-dlfr,"(72.26, 1.03)","(72.14, 0.83)","(73.02, 1.49)","(72.99, 1.3)","(36.34, 1.19)","(32.21, 1.17)","(106.83, 2.8)","(54.41, 1.44)","(133.43, 2.16)","(107.07, 2.92)"
emt-dlfr,"(71.91, 0.61)","(71.81, 0.68)","(73.02, 0.57)","(73.0, 0.58)","(37.17, 0.86)","(32.8, 0.32)","(103.58, 1.33)","(55.77, 0.21)","(129.45, 1.45)","(103.92, 1.61)"
emt-dlfr,"(71.57, 1.06)","(71.63, 1.06)","(72.41, 1.11)","(72.55, 1.1)","(34.79, 2.32)","(31.05, 2.02)","(107.96, 2.38)","(54.26, 0.59)","(133.58, 2.71)","(108.23, 2.7)"
emt-dlfr,"(71.96, 0.88)","(72.03, 0.88)","(72.36, 0.92)","(72.52, 0.91)","(35.47, 2.4)","(31.88, 1.82)","(107.53, 2.41)","(54.12, 1.34)","(133.09, 2.85)","(107.49, 2.39)"
emt-dlfr,"(71.43, 0.41)","(71.41, 0.35)","(72.41, 0.94)","(72.49, 0.86)","(34.02, 1.88)","(29.88, 1.21)","(107.1, 0.83)","(53.4, 0.51)","(132.58, 1.2)","(106.8, 0.84)"
emt-dlfr,"(71.62, 1.73)","(71.65, 1.69)","(72.1, 1.44)","(72.23, 1.4)","(32.51, 3.35)","(29.74, 2.37)","(110.4, 3.47)","(54.59, 0.69)","(135.89, 4.01)","(110.76, 4.4)"
emt-dlfr,"(72.5, 0.18)","(72.54, 0.18)","(73.07, 0.36)","(73.2, 0.35)","(34.06, 0.54)","(30.51, 0.25)","(106.92, 1.98)","(55.32, 0.16)","(132.35, 2.33)","(106.53, 2.13)"
emt-dlfr,"(71.19, 0.48)","(71.26, 0.48)","(71.8, 0.33)","(71.96, 0.32)","(34.5, 1.13)","(30.76, 1.04)","(107.41, 2.32)","(54.79, 1.1)","(133.17, 3.05)","(107.72, 2.82)"
emt-dlfr,"(72.79, 0.73)","(72.85, 0.73)","(73.32, 0.78)","(73.46, 0.78)","(33.58, 1.02)","(30.42, 1.42)","(107.35, 0.72)","(54.74, 1.48)","(134.03, 3.7)","(108.16, 1.31)"
emt-dlfr,"(71.86, 0.95)","(71.94, 0.95)","(72.31, 0.83)","(72.47, 0.83)","(35.08, 0.59)","(31.1, 1.03)","(108.2, 1.06)","(54.54, 0.73)","(133.0, 0.77)","(108.49, 0.77)"
emt-dlfr,"(72.79, 0.73)","(72.85, 0.73)","(73.32, 0.78)","(73.46, 0.78)","(33.58, 1.02)","(30.42, 1.42)","(107.35, 0.72)","(54.74, 1.48)","(134.03, 3.7)","(108.16, 1.31)"
emt-dlfr,"(72.4, 0.61)","(72.45, 0.58)","(73.17, 0.69)","(73.3, 0.65)","(32.85, 0.85)","(29.54, 0.77)","(106.99, 1.12)","(55.23, 0.15)","(132.24, 1.39)","(106.88, 1.41)"
emt-dlfr,"(73.23, 0.45)","(73.29, 0.44)","(73.98, 0.5)","(74.13, 0.49)","(36.88, 0.32)","(32.31, 0.73)","(104.01, 2.03)","(57.27, 0.58)","(-122.94, 7.52)","(104.18, 1.91)"
emt-dlfr,"(73.52, 0.48)","(73.53, 0.43)","(74.34, 0.61)","(74.43, 0.57)","(37.76, 1.49)","(33.43, 1.79)","(102.75, 2.23)","(57.47, 1.06)","(-126.97, 4.99)","(102.77, 2.38)"
emt-dlfr,"(73.52, 0.48)","(73.53, 0.43)","(74.34, 0.61)","(74.43, 0.57)","(37.76, 1.49)","(33.43, 1.79)","(102.75, 2.23)","(57.47, 1.06)","(-126.97, 4.99)","(102.77, 2.38)"
emt-dlfr,"(72.45, 0.72)","(72.52, 0.72)","(72.97, 0.83)","(73.12, 0.82)","(36.15, 0.78)","(31.73, 1.17)","(105.18, 1.33)","(55.76, 0.53)","(-116.13, 4.42)","(105.21, 1.13)"
emt-dlfr,"(72.79, 1.0)","(72.82, 1.03)","(73.53, 0.94)","(73.64, 0.97)","(35.86, 0.94)","(32.07, 0.43)","(104.56, 0.9)","(56.39, 2.28)","(105.24, 0.65)","(104.5, 1.12)"
emt-dlfr,"(73.13, 0.61)","(73.19, 0.6)","(73.73, 0.52)","(73.87, 0.51)","(35.66, 0.9)","(32.07, 0.52)","(105.59, 2.07)","(55.95, 1.78)","(-162.67, 1.38)","(105.87, 2.23)"
emt-dlfr,"(72.93, 0.14)","(73.0, 0.13)","(73.37, 0.31)","(73.52, 0.31)","(34.84, 2.0)","(31.1, 1.92)","(106.39, 2.06)","(55.58, 0.44)","(-159.78, 8.99)","(106.03, 2.36)"
emt-dlfr,"(72.11, 0.18)","(72.1, 0.24)","(73.07, 0.26)","(73.15, 0.22)","(36.83, 2.48)","(32.02, 2.25)","(104.14, 2.09)","(55.94, 0.57)","(-119.18, 5.77)","(104.51, 2.51)"
emt-dlfr,"(72.3, 0.67)","(72.29, 0.66)","(72.97, 0.75)","(73.02, 0.75)","(35.13, 1.58)","(31.24, 0.86)","(104.38, 0.42)","(55.67, 0.52)","(-118.84, 8.34)","(104.26, 0.43)"
emt-dlfr,"(73.42, 0.55)","(73.46, 0.57)","(74.14, 0.4)","(74.25, 0.42)","(35.28, 1.07)","(31.54, 1.16)","(104.35, 1.45)","(55.83, 0.77)","(-124.79, 3.47)","(104.74, 1.2)"
emt-dlfr,"(72.64, 0.7)","(72.66, 0.64)","(73.27, 0.87)","(73.37, 0.81)","(35.72, 2.73)","(31.88, 2.28)","(104.34, 2.21)","(55.69, 0.96)","(-120.02, 8.96)","(104.8, 1.83)"
emt-dlfr,"(73.03, 0.43)","(73.05, 0.49)","(73.73, 0.14)","(73.84, 0.19)","(34.55, 1.44)","(30.95, 1.43)","(105.07, 0.52)","(55.34, 0.03)","(-119.47, 1.89)","(105.03, 0.83)"
emt-dlfr,"(74.25, 0.59)","(74.28, 0.61)","(74.9, 0.4)","(75.0, 0.43)","(35.32, 2.07)","(31.29, 1.8)","(104.84, 0.8)","(55.9, 0.63)","(-120.97, 6.23)","(104.87, 0.83)"
emt-dlfr,"(72.93, 0.72)","(72.96, 0.69)","(73.73, 0.71)","(73.84, 0.66)","(34.4, 1.09)","(30.52, 1.28)","(106.43, 1.23)","(54.88, 0.67)","(-112.34, 3.28)","(107.23, 0.81)"
emt-dlfr,"(72.89, 0.83)","(72.91, 0.82)","(73.73, 0.73)","(73.83, 0.7)","(35.81, 1.76)","(32.65, 1.89)","(104.74, 1.66)","(55.77, 1.05)","(-129.3, 10.2)","(104.83, 1.73)"
emt-dlfr,"(71.33, 0.95)","(71.4, 0.95)","(71.85, 1.16)","(72.01, 1.14)","(31.19, 1.21)","(28.62, 0.5)","(110.35, 3.44)","(52.98, 1.17)","(135.35, 4.17)","(110.36, 3.09)"
emt-dlfr,"(73.22, 0.48)","(73.28, 0.48)","(73.98, 0.47)","(74.11, 0.46)","(35.18, 1.15)","(31.53, 1.0)","(104.12, 1.25)","(56.19, 1.52)","(127.87, 1.66)","(103.81, 1.02)"
emt-dlfr,"(72.45, 0.78)","(72.5, 0.8)","(73.07, 0.73)","(73.2, 0.73)","(37.51, 1.91)","(33.72, 1.4)","(104.25, 1.46)","(56.79, 0.31)","(130.85, 2.04)","(104.32, 1.62)"
emt-dlfr,"(72.93, 1.44)","(72.84, 1.47)","(73.93, 1.32)","(73.94, 1.26)","(37.42, 1.91)","(33.34, 2.0)","(103.7, 0.9)","(55.77, 1.8)","(131.72, 1.43)","(103.55, 0.79)"
emt-dlfr,"(72.5, 0.42)","(72.52, 0.45)","(73.32, 0.43)","(73.42, 0.46)","(37.66, 0.3)","(33.77, 0.55)","(103.19, 2.18)","(56.53, 1.36)","(129.72, 3.08)","(103.12, 2.16)"
emt-dlfr,"(72.5, 0.77)","(72.54, 0.75)","(73.07, 0.68)","(73.2, 0.67)","(38.1, 1.55)","(33.92, 1.08)","(104.85, 2.21)","(56.6, 0.4)","(131.31, 3.03)","(104.65, 2.29)"
emt-dlfr,"(72.3, 0.54)","(72.37, 0.54)","(72.82, 0.5)","(72.97, 0.49)","(37.66, 0.66)","(33.38, 0.83)","(105.6, 1.98)","(55.99, 0.49)","(131.55, 3.3)","(105.27, 2.1)"
emt-dlfr,"(71.86, 0.82)","(71.93, 0.83)","(72.36, 0.8)","(72.51, 0.8)","(33.82, 2.89)","(30.66, 2.12)","(108.51, 1.5)","(55.17, 0.94)","(138.38, 2.8)","(108.59, 1.51)"
emt-dlfr,"(72.69, 0.9)","(72.57, 0.86)","(73.83, 1.0)","(73.8, 0.91)","(37.41, 0.42)","(33.63, 0.59)","(101.63, 0.74)","(56.64, 0.88)","(130.72, 0.54)","(101.97, 0.63)"
emt-dlfr,"(72.98, 0.81)","(73.02, 0.84)","(73.78, 0.65)","(73.9, 0.68)","(38.14, 0.54)","(34.3, 0.66)","(103.23, 0.43)","(56.51, 0.36)","(-121.85, 8.1)","(103.23, 0.63)"
emt-dlfr,"(73.32, 0.41)","(73.34, 0.44)","(73.98, 0.19)","(74.08, 0.22)","(37.66, 1.0)","(33.96, 1.24)","(101.99, 0.81)","(57.51, 0.2)","(-128.41, 4.1)","(102.01, 1.46)"
emt-dlfr,"(73.42, 0.66)","(73.47, 0.65)","(74.19, 0.73)","(74.31, 0.72)","(38.05, 0.31)","(34.21, 0.18)","(102.42, 1.2)","(57.11, 0.98)","(-127.88, 8.26)","(102.16, 1.62)"
emt-dlfr,"(73.37, 1.08)","(73.44, 1.09)","(73.73, 1.18)","(73.88, 1.18)","(36.01, 1.14)","(32.94, 0.84)","(104.78, 0.94)","(57.03, 0.75)","(-121.27, 1.56)","(104.61, 0.94)"
emt-dlfr,"(74.59, 0.72)","(74.65, 0.72)","(75.2, 0.8)","(75.34, 0.79)","(36.93, 0.56)","(34.36, 0.36)","(104.68, 0.73)","(56.53, 1.77)","(-94.64, 2.0)","(105.04, 0.38)"
emt-dlfr,"(74.25, 0.42)","(74.31, 0.41)","(74.9, 0.56)","(75.04, 0.55)","(37.66, 1.08)","(35.13, 0.86)","(104.89, 0.95)","(56.25, 1.85)","(-98.78, 2.4)","(104.77, 0.2)"
emt-dlfr,"(74.35, 0.41)","(74.38, 0.39)","(74.95, 0.7)","(75.07, 0.66)","(37.17, 1.33)","(33.82, 1.25)","(104.79, 2.46)","(56.54, 0.44)","(-89.58, 10.04)","(104.77, 3.06)"
emt-dlfr,"(73.13, 0.96)","(73.18, 0.99)","(73.83, 0.64)","(73.97, 0.65)","(37.12, 1.2)","(33.04, 0.73)","(103.58, 1.24)","(56.78, 0.5)","(-118.35, 4.44)","(103.4, 1.35)"
emt-dlfr,"(73.32, 0.41)","(73.34, 0.44)","(73.98, 0.19)","(74.08, 0.22)","(37.66, 1.0)","(33.96, 1.24)","(101.99, 0.81)","(57.51, 0.2)","(-128.41, 4.1)","(102.01, 1.46)"
emt-dlfr,"(72.55, 0.79)","(72.6, 0.78)","(73.12, 0.97)","(73.25, 0.95)","(35.52, 0.5)","(31.58, 0.42)","(105.65, 1.91)","(55.04, 0.69)","(-122.54, 11.04)","(105.71, 2.06)"
emt-dlfr,"(72.35, 0.81)","(72.41, 0.82)","(72.72, 0.99)","(72.86, 0.99)","(37.03, 1.55)","(32.99, 1.31)","(107.72, 1.64)","(55.11, 0.42)","(-110.5, 13.34)","(107.68, 1.92)"
emt-dlfr,"(72.69, 0.48)","(72.73, 0.48)","(73.53, 0.56)","(73.64, 0.56)","(38.53, 0.79)","(34.6, 0.7)","(104.19, 0.91)","(56.02, 0.55)","(-117.64, 3.64)","(103.85, 1.1)"
emt-dlfr,"(72.45, 0.41)","(72.41, 0.32)","(73.32, 0.78)","(73.37, 0.69)","(38.49, 0.95)","(34.45, 0.81)","(102.79, 1.92)","(56.56, 0.27)","(-125.69, 6.23)","(102.27, 2.01)"
emt-dlfr,"(71.86, 0.83)","(71.83, 0.84)","(72.86, 0.99)","(72.92, 0.99)","(38.63, 0.52)","(34.79, 0.42)","(102.33, 0.6)","(56.74, 0.18)","(-121.57, 8.51)","(102.19, 0.72)"
emt-dlfr,"(72.45, 0.36)","(72.47, 0.37)","(73.12, 0.64)","(73.23, 0.63)","(38.0, 1.67)","(33.96, 1.57)","(103.65, 2.42)","(57.15, 0.83)","(-119.56, 9.47)","(103.87, 2.71)"
emt-dlfr,"(72.6, 0.54)","(72.61, 0.6)","(73.32, 0.37)","(73.42, 0.43)","(38.29, 2.05)","(34.31, 2.01)","(102.67, 0.58)","(56.99, 0.44)","(-122.48, 8.55)","(102.39, 0.68)"
emt-dlfr,"(72.45, 0.36)","(72.47, 0.37)","(73.12, 0.64)","(73.23, 0.63)","(38.0, 1.67)","(33.96, 1.57)","(103.65, 2.42)","(57.15, 0.83)","(-119.56, 9.47)","(103.87, 2.71)"
