Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,Loss(pred_m)
emt-dlfr,"(80.52, 0.56)","(80.49, 0.57)","(82.16, 0.57)","(82.21, 0.58)","(49.22, 0.38)","(43.39, 0.42)","(77.01, 0.49)","(76.25, 0.65)","(99.4, 0.76)","(76.51, 0.14)"
emt-dlfr,"(81.05, 0.43)","(81.04, 0.41)","(82.82, 0.5)","(82.87, 0.48)","(49.32, 0.45)","(43.97, 0.59)","(77.79, 0.83)","(75.92, 0.44)","(100.94, 0.81)","(78.02, 0.56)"
emt-dlfr,"(80.37, 0.73)","(80.32, 0.64)","(82.01, 1.0)","(82.03, 0.92)","(48.2, 1.08)","(42.91, 0.79)","(78.59, 0.87)","(75.41, 0.37)","(91.33, 0.86)","(78.63, 0.84)"
emt-dlfr,"(81.2, 0.12)","(81.12, 0.14)","(82.93, 0.5)","(82.92, 0.45)","(48.49, 2.1)","(43.0, 1.49)","(78.06, 1.36)","(75.98, 0.55)","(101.03, 1.06)","(78.04, 0.77)"
emt-dlfr,"(80.32, 0.32)","(80.3, 0.34)","(82.01, 0.38)","(82.05, 0.39)","(49.18, 1.3)","(43.59, 0.95)","(78.56, 0.7)","(75.61, 0.2)","(102.43, 1.27)","(77.99, 0.96)"
emt-dlfr,"(81.05, 0.43)","(81.04, 0.41)","(82.82, 0.5)","(82.87, 0.48)","(49.32, 0.45)","(43.97, 0.59)","(77.79, 0.83)","(75.92, 0.44)","(100.94, 0.81)","(78.02, 0.56)"
emt-dlfr,"(81.05, 0.43)","(81.04, 0.41)","(82.82, 0.5)","(82.87, 0.48)","(49.32, 0.45)","(43.97, 0.59)","(77.79, 0.83)","(75.92, 0.44)","(100.94, 0.81)","(78.02, 0.56)"
emt-dlfr,"(81.05, 0.43)","(81.04, 0.41)","(82.82, 0.5)","(82.87, 0.48)","(49.32, 0.45)","(43.97, 0.59)","(77.79, 0.83)","(75.92, 0.44)","(100.94, 0.81)","(78.02, 0.56)"
emt-dlfr,"(81.05, 0.43)","(81.04, 0.41)","(82.82, 0.5)","(82.87, 0.48)","(49.32, 0.45)","(43.97, 0.59)","(77.79, 0.83)","(75.92, 0.44)","(100.94, 0.81)","(78.02, 0.56)"
emt-dlfr,"(81.05, 0.43)","(81.04, 0.41)","(82.82, 0.5)","(82.87, 0.48)","(49.32, 0.45)","(43.97, 0.59)","(77.79, 0.83)","(75.92, 0.44)","(100.94, 0.81)","(78.02, 0.56)"
emt-dlfr,"(81.05, 0.43)","(81.04, 0.41)","(82.82, 0.5)","(82.87, 0.48)","(49.32, 0.45)","(43.97, 0.59)","(77.79, 0.83)","(75.92, 0.44)","(100.94, 0.81)","(78.02, 0.56)"
emt-dlfr,"(81.05, 0.43)","(81.04, 0.41)","(82.82, 0.5)","(82.87, 0.48)","(49.32, 0.45)","(43.97, 0.59)","(77.79, 0.83)","(75.92, 0.44)","(100.94, 0.81)","(78.02, 0.56)"
emt-dlfr,"(80.32, 0.6)","(80.27, 0.57)","(82.11, 0.69)","(82.13, 0.66)","(49.13, 1.63)","(43.98, 1.42)","(77.88, 1.86)","(75.74, 0.36)","(100.34, 2.43)","(77.67, 1.96)"
emt-dlfr,"(81.05, 0.43)","(81.04, 0.41)","(82.82, 0.5)","(82.87, 0.48)","(49.32, 0.45)","(43.97, 0.59)","(77.79, 0.83)","(75.92, 0.44)","(100.94, 0.81)","(78.02, 0.56)"
emt-dlfr,"(81.05, 0.43)","(81.04, 0.41)","(82.82, 0.5)","(82.87, 0.48)","(49.32, 0.45)","(43.97, 0.59)","(77.79, 0.83)","(75.92, 0.44)","(100.94, 0.81)","(78.02, 0.56)"
emt-dlfr,"(81.05, 0.43)","(81.04, 0.41)","(82.82, 0.5)","(82.87, 0.48)","(49.32, 0.45)","(43.97, 0.59)","(77.79, 0.83)","(75.92, 0.44)","(100.94, 0.81)","(78.02, 0.56)"
emt-dlfr,"(80.37, 0.73)","(80.32, 0.64)","(82.01, 1.0)","(82.03, 0.92)","(48.2, 1.08)","(42.91, 0.79)","(78.59, 0.87)","(75.41, 0.37)","(91.33, 0.86)","(78.63, 0.84)"
emt-dlfr,"(81.0, 0.65)","(80.95, 0.58)","(82.62, 0.9)","(82.63, 0.82)","(50.24, 1.1)","(43.93, 1.1)","(78.34, 2.07)","(75.28, 0.62)","(100.49, 2.05)","(78.76, 1.39)"
emt-dlfr,"(80.27, 0.66)","(80.18, 0.58)","(81.96, 0.8)","(81.94, 0.73)","(48.83, 2.04)","(43.2, 1.79)","(77.61, 0.93)","(75.92, 0.58)","(99.54, 2.09)","(77.96, 1.66)"
emt-dlfr,"(79.93, 0.18)","(79.92, 0.17)","(81.45, 0.31)","(81.5, 0.3)","(49.03, 0.54)","(44.07, 0.66)","(77.24, 0.2)","(76.22, 0.54)","(100.74, 0.89)","(77.4, 0.41)"
emt-dlfr,"(61.47, 6.76)","(61.26, 6.94)","(61.13, 7.06)","(61.06, 7.21)","(24.35, 8.3)","(22.89, 6.44)","(127.11, 14.53)","(34.56, 19.22)","(146.17, 15.08)","(127.65, 14.45)"
emt-dlfr,"(80.66, 0.66)","(80.58, 0.57)","(82.37, 0.95)","(82.35, 0.85)","(49.42, 2.3)","(43.54, 2.05)","(77.76, 1.61)","(75.77, 0.36)","(100.09, 1.45)","(77.52, 1.8)"
emt-dlfr,"(80.9, 0.93)","(80.8, 0.97)","(82.72, 0.79)","(82.69, 0.82)","(47.96, 0.67)","(42.91, 0.7)","(78.64, 2.19)","(75.42, 0.95)","(101.51, 3.04)","(78.68, 2.29)"
emt-dlfr,"(80.22, 0.36)","(80.2, 0.37)","(81.81, 0.36)","(81.85, 0.36)","(48.49, 1.34)","(43.34, 0.97)","(78.73, 1.01)","(75.36, 0.32)","(101.52, 2.06)","(78.57, 0.95)"
emt-dlfr,"(80.32, 1.06)","(80.31, 1.02)","(81.96, 1.23)","(82.02, 1.18)","(47.42, 0.86)","(42.13, 0.86)","(79.73, 1.42)","(75.29, 0.6)","(102.33, 1.63)","(79.67, 1.64)"
emt-dlfr,"(80.71, 0.25)","(80.66, 0.24)","(82.32, 0.37)","(82.33, 0.36)","(49.12, 0.54)","(43.58, 0.52)","(77.06, 0.54)","(76.0, 0.24)","(99.86, 0.59)","(77.37, 0.71)"
emt-dlfr,"(81.1, 0.25)","(81.05, 0.21)","(82.62, 0.43)","(82.64, 0.39)","(48.73, 0.79)","(43.63, 0.38)","(77.55, 0.23)","(75.76, 0.44)","(98.16, 0.91)","(77.12, 0.51)"
emt-dlfr,"(80.12, 0.73)","(80.08, 0.65)","(81.71, 0.94)","(81.73, 0.87)","(47.71, 1.79)","(42.52, 1.04)","(78.15, 2.46)","(76.19, 0.27)","(101.05, 3.73)","(78.21, 3.03)"
emt-dlfr,"(80.13, 0.36)","(80.06, 0.4)","(81.6, 0.4)","(81.61, 0.41)","(47.96, 1.15)","(43.0, 1.31)","(78.59, 0.52)","(75.68, 0.55)","(101.18, 1.68)","(78.62, 0.76)"
emt-dlfr,"(79.88, 0.74)","(79.86, 0.73)","(81.5, 0.63)","(81.55, 0.6)","(49.76, 0.18)","(43.93, 0.5)","(78.02, 0.41)","(75.68, 0.52)","(101.17, 0.79)","(78.22, 0.13)"
emt-dlfr,"(80.56, 0.38)","(80.53, 0.4)","(82.17, 0.22)","(82.19, 0.23)","(49.37, 1.11)","(43.83, 1.08)","(78.07, 0.98)","(76.07, 0.46)","(100.29, 1.64)","(78.03, 1.22)"
emt-dlfr,"(80.27, 0.48)","(80.22, 0.45)","(81.86, 0.78)","(81.87, 0.74)","(48.64, 0.07)","(43.34, 0.59)","(77.76, 0.73)","(76.04, 0.23)","(99.28, 1.34)","(77.65, 0.82)"
emt-dlfr,"(80.12, 0.56)","(80.07, 0.52)","(81.96, 0.69)","(81.97, 0.65)","(49.9, 1.37)","(44.17, 1.33)","(77.19, 0.4)","(75.78, 0.11)","(100.18, 1.51)","(77.45, 0.79)"
emt-dlfr,"(79.5, 0.42)","(79.49, 0.39)","(81.0, 0.43)","(81.05, 0.41)","(47.96, 0.84)","(42.91, 0.42)","(79.46, 0.82)","(75.34, 0.15)","(101.44, 1.16)","(78.64, 0.85)"
emt-dlfr,"(80.22, 0.77)","(80.18, 0.74)","(81.86, 0.87)","(81.88, 0.85)","(47.18, 1.91)","(42.13, 1.17)","(80.2, 1.23)","(75.08, 0.48)","(102.95, 1.35)","(79.97, 1.27)"
emt-dlfr,"(79.5, 0.42)","(79.49, 0.39)","(81.0, 0.43)","(81.05, 0.41)","(47.96, 0.84)","(42.91, 0.42)","(79.46, 0.82)","(75.34, 0.15)","(101.44, 1.16)","(78.64, 0.85)"
emt-dlfr,"(80.56, 0.07)","(80.55, 0.07)","(82.06, 0.19)","(82.11, 0.18)","(47.13, 0.48)","(41.69, 0.54)","(79.24, 1.49)","(75.63, 0.41)","(102.88, 1.38)","(79.58, 1.33)"
emt-dlfr,"(79.64, 0.56)","(79.58, 0.51)","(81.25, 0.66)","(81.26, 0.6)","(47.13, 1.01)","(42.08, 0.95)","(79.16, 2.11)","(75.68, 0.18)","(-185.21, 5.04)","(79.01, 1.93)"
emt-dlfr,"(80.37, 0.25)","(80.31, 0.24)","(81.91, 0.47)","(81.91, 0.47)","(47.67, 0.62)","(42.71, 0.52)","(77.61, 0.49)","(75.9, 0.17)","(-188.41, 2.15)","(77.63, 0.15)"
emt-dlfr,"(80.37, 0.25)","(80.31, 0.24)","(81.91, 0.47)","(81.91, 0.47)","(47.67, 0.62)","(42.71, 0.52)","(77.61, 0.49)","(75.9, 0.17)","(-188.41, 2.15)","(77.63, 0.15)"
emt-dlfr,"(80.03, 0.54)","(79.98, 0.5)","(81.6, 0.68)","(81.62, 0.64)","(47.62, 0.67)","(42.91, 0.6)","(77.52, 1.22)","(76.23, 0.28)","(-193.63, 3.28)","(77.76, 1.53)"
emt-dlfr,"(79.83, 0.48)","(79.79, 0.45)","(81.45, 0.47)","(81.48, 0.44)","(47.47, 1.53)","(42.22, 1.41)","(78.64, 1.14)","(75.59, 0.48)","(72.43, 2.09)","(78.54, 1.16)"
emt-dlfr,"(79.83, 0.7)","(79.8, 0.65)","(81.45, 0.9)","(81.48, 0.85)","(49.47, 1.51)","(44.22, 1.43)","(77.7, 1.87)","(75.67, 0.18)","(-254.31, 6.48)","(77.45, 1.84)"
emt-dlfr,"(80.42, 0.27)","(80.33, 0.25)","(82.06, 0.38)","(82.04, 0.35)","(48.25, 0.63)","(43.2, 0.73)","(76.96, 0.87)","(75.69, 0.2)","(-249.58, 7.97)","(76.87, 0.89)"
emt-dlfr,"(81.05, 0.21)","(80.86, 0.1)","(82.82, 0.47)","(82.71, 0.38)","(47.38, 1.34)","(42.37, 0.79)","(77.71, 2.28)","(75.84, 0.64)","(-188.71, 6.81)","(77.67, 2.05)"
emt-dlfr,"(80.56, 0.73)","(80.48, 0.7)","(82.22, 0.83)","(82.19, 0.8)","(48.3, 1.86)","(43.88, 1.56)","(77.0, 1.36)","(76.41, 0.37)","(-194.42, 1.33)","(77.03, 1.04)"
emt-dlfr,"(80.08, 0.81)","(80.05, 0.79)","(81.55, 0.78)","(81.59, 0.75)","(46.45, 1.25)","(41.55, 1.61)","(79.35, 0.9)","(75.24, 0.4)","(-188.06, 5.51)","(79.07, 0.53)"
emt-dlfr,"(80.17, 0.66)","(80.14, 0.66)","(81.65, 0.61)","(81.68, 0.59)","(46.7, 0.84)","(41.89, 0.76)","(78.86, 0.11)","(75.69, 0.58)","(-183.8, 2.85)","(78.71, 0.31)"
emt-dlfr,"(80.17, 0.71)","(80.1, 0.71)","(81.81, 0.75)","(81.79, 0.74)","(47.52, 1.49)","(42.61, 1.55)","(78.39, 0.54)","(75.49, 0.28)","(-187.96, 3.72)","(78.26, 0.37)"
emt-dlfr,"(80.71, 0.42)","(80.56, 0.34)","(82.52, 0.5)","(82.44, 0.43)","(49.22, 0.84)","(43.78, 0.92)","(76.22, 0.7)","(76.19, 0.51)","(-190.04, 2.18)","(76.45, 0.28)"
emt-dlfr,"(80.22, 0.9)","(80.12, 0.81)","(81.81, 1.13)","(81.78, 1.04)","(46.55, 1.01)","(41.94, 0.88)","(78.43, 1.25)","(75.74, 0.47)","(-187.94, 2.31)","(78.47, 1.1)"
emt-dlfr,"(80.9, 0.36)","(80.88, 0.34)","(82.32, 0.5)","(82.35, 0.48)","(47.86, 1.24)","(42.81, 1.39)","(77.95, 0.72)","(76.21, 0.06)","(-191.78, 3.28)","(77.88, 0.85)"
emt-dlfr,"(79.79, 0.91)","(79.72, 0.97)","(81.3, 0.81)","(81.29, 0.86)","(48.74, 0.79)","(43.35, 0.34)","(78.24, 0.42)","(75.76, 0.77)","(103.59, 2.12)","(78.53, 0.33)"
emt-dlfr,"(79.88, 0.36)","(79.82, 0.34)","(81.66, 0.4)","(81.66, 0.36)","(48.59, 0.59)","(42.96, 0.45)","(78.01, 0.19)","(75.9, 0.4)","(100.97, 0.37)","(78.03, 0.39)"
emt-dlfr,"(81.05, 0.24)","(81.02, 0.16)","(82.52, 0.5)","(82.55, 0.43)","(46.5, 3.29)","(41.88, 3.13)","(78.42, 2.43)","(76.47, 0.27)","(102.83, 3.21)","(78.55, 2.56)"
emt-dlfr,"(81.0, 0.73)","(80.97, 0.67)","(82.52, 0.83)","(82.55, 0.74)","(45.34, 1.63)","(40.57, 1.67)","(79.29, 2.98)","(75.93, 0.81)","(104.31, 4.3)","(79.37, 3.02)"
emt-dlfr,"(81.34, 0.2)","(81.24, 0.18)","(83.03, 0.19)","(82.98, 0.16)","(48.64, 1.29)","(42.37, 0.45)","(76.64, 1.07)","(76.36, 0.57)","(102.51, 2.18)","(76.39, 0.99)"
emt-dlfr,"(80.47, 0.24)","(80.45, 0.24)","(81.96, 0.4)","(82.01, 0.41)","(47.23, 0.32)","(42.03, 0.48)","(78.13, 0.93)","(76.28, 0.61)","(102.63, 0.37)","(78.37, 1.1)"
emt-dlfr,"(80.47, 0.41)","(80.43, 0.37)","(81.96, 0.5)","(81.99, 0.43)","(47.04, 0.95)","(41.55, 0.12)","(80.27, 1.75)","(75.62, 0.79)","(105.62, 1.9)","(80.41, 1.7)"
emt-dlfr,"(80.13, 0.6)","(80.1, 0.55)","(81.6, 0.81)","(81.64, 0.76)","(47.57, 1.38)","(41.4, 1.65)","(78.84, 1.9)","(76.38, 0.56)","(103.4, 2.93)","(78.63, 2.29)"
emt-dlfr,"(80.27, 0.18)","(80.2, 0.19)","(81.91, 0.19)","(81.91, 0.19)","(47.33, 0.14)","(42.23, 0.45)","(77.73, 0.57)","(76.07, 0.21)","(102.66, 1.86)","(77.72, 0.66)"
emt-dlfr,"(80.56, 0.28)","(80.47, 0.26)","(82.22, 0.36)","(82.19, 0.35)","(49.56, 1.29)","(44.66, 1.07)","(76.2, 0.86)","(76.14, 0.26)","(-192.45, 4.93)","(76.35, 1.01)"
emt-dlfr,"(80.57, 0.61)","(80.51, 0.58)","(82.06, 0.68)","(82.07, 0.65)","(48.15, 0.81)","(42.32, 0.77)","(77.77, 1.1)","(76.19, 0.18)","(-182.43, 8.23)","(77.71, 0.8)"
emt-dlfr,"(80.57, 0.72)","(80.48, 0.71)","(82.21, 0.76)","(82.19, 0.75)","(48.11, 1.14)","(42.81, 0.49)","(77.23, 0.02)","(76.49, 0.47)","(-187.13, 6.55)","(77.27, 0.36)"
emt-dlfr,"(78.96, 0.42)","(78.97, 0.38)","(80.54, 0.5)","(80.62, 0.47)","(45.73, 0.45)","(40.86, 0.49)","(84.51, 1.61)","(70.28, 0.87)","(-181.75, 9.8)","(83.94, 1.42)"
emt-dlfr,"(79.88, 0.67)","(79.91, 0.67)","(81.4, 0.57)","(81.49, 0.57)","(45.43, 0.25)","(40.86, 0.3)","(83.84, 0.97)","(70.81, 0.6)","(-156.84, 3.73)","(83.41, 0.84)"
emt-dlfr,"(79.4, 0.38)","(79.41, 0.4)","(80.84, 0.47)","(80.92, 0.49)","(46.4, 1.24)","(41.79, 1.22)","(82.51, 0.49)","(71.35, 0.19)","(-161.46, 2.1)","(82.37, 0.62)"
emt-dlfr,"(79.4, 0.18)","(79.41, 0.16)","(81.1, 0.37)","(81.18, 0.36)","(46.45, 0.38)","(41.6, 0.18)","(82.95, 0.49)","(70.92, 0.36)","(-153.51, 4.61)","(82.95, 0.17)"
emt-dlfr,"(80.51, 0.79)","(80.48, 0.79)","(81.96, 0.83)","(81.99, 0.81)","(47.43, 0.91)","(42.42, 0.63)","(77.94, 1.6)","(76.17, 0.12)","(-188.58, 6.48)","(77.96, 1.54)"
emt-dlfr,"(80.57, 0.61)","(80.51, 0.58)","(82.06, 0.68)","(82.07, 0.65)","(48.15, 0.81)","(42.32, 0.77)","(77.77, 1.1)","(76.19, 0.18)","(-182.43, 8.23)","(77.71, 0.8)"
emt-dlfr,"(80.71, 0.14)","(80.62, 0.12)","(82.26, 0.26)","(82.23, 0.24)","(48.98, 1.02)","(43.44, 0.94)","(77.01, 0.75)","(75.77, 0.17)","(-187.56, 7.38)","(77.41, 0.74)"
emt-dlfr,"(80.32, 1.09)","(80.27, 1.02)","(81.91, 1.28)","(81.93, 1.21)","(48.49, 2.55)","(43.54, 1.91)","(78.38, 1.5)","(75.47, 0.41)","(-191.03, 0.54)","(78.15, 1.54)"
emt-dlfr,"(81.1, 0.81)","(80.97, 0.78)","(82.87, 0.8)","(82.82, 0.77)","(51.12, 2.2)","(45.14, 2.08)","(76.02, 1.41)","(76.3, 0.63)","(-188.77, 9.6)","(76.37, 1.22)"
emt-dlfr,"(80.71, 0.66)","(80.63, 0.67)","(82.32, 0.57)","(82.3, 0.57)","(49.85, 1.02)","(44.31, 1.45)","(76.74, 1.07)","(76.53, 0.49)","(-188.8, 9.42)","(76.89, 1.17)"
emt-dlfr,"(81.34, 0.86)","(81.26, 0.83)","(82.98, 0.83)","(82.95, 0.8)","(50.49, 0.5)","(45.09, 0.68)","(76.16, 1.39)","(76.21, 0.72)","(-184.63, 11.63)","(76.72, 1.02)"
emt-dlfr,"(80.66, 0.95)","(80.54, 0.99)","(82.42, 0.81)","(82.36, 0.83)","(51.21, 0.72)","(45.43, 0.91)","(76.06, 1.02)","(76.19, 0.42)","(-185.04, 14.43)","(76.17, 1.15)"
emt-dlfr,"(80.71, 0.25)","(80.63, 0.2)","(82.47, 0.21)","(82.45, 0.17)","(48.69, 2.42)","(43.54, 2.17)","(76.61, 1.97)","(76.3, 0.41)","(-185.15, 9.64)","(76.43, 2.06)"
emt-dlfr,"(80.66, 0.95)","(80.54, 0.99)","(82.42, 0.81)","(82.36, 0.83)","(51.21, 0.72)","(45.43, 0.91)","(76.06, 1.02)","(76.19, 0.42)","(-185.04, 14.43)","(76.17, 1.15)"
